,box_number,rotate_angle,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode
count,467.0,442.0,462.0,451.0,467.0,467.0,467.0,467.0,467.0
mean,0.9978586723768736,126.71266968325791,97.58575757575757,99.98086474501109,0.9978586723768736,1.411134903640257,2.5524625267665955,2.2955032119914347,0.3897216274089936
std,0.046274481338274755,3.23266668552663,6.608733603118038,0.0028137556735397832,0.046274481338274755,0.90428415064602,0.7547626578800004,1.1168054502088849,0.7222263264022011
min,0.0,117.0,50.21,99.98,0.0,0.0,0.0,0.0,0.0
25%,1.0,125.0,98.82249999999999,99.98,1.0,0.0,2.0,1.0,0.0
50%,1.0,127.0,98.93,99.98,1.0,2.0,3.0,3.0,0.0
75%,1.0,129.0,99.02,99.98,1.0,2.0,3.0,3.0,0.0
max,1.0,134.0,99.28,99.99,1.0,2.0,3.0,3.0,2.0
