,detect value,actual value,experiment_name
3046,,Side, Environment Hard
3047,Side,Side, Environment Hard
3048,Side,Side, Environment Hard
3049,Side,Side, Environment Hard
3050,Side,Side, Environment Hard
3051,Side,Side, Environment Hard
3052,Side,Side, Environment Hard
3053,,Side, Environment Hard
3054,Side,Side, Environment Hard
3055,Side,Side, Environment Hard
3056,Side,Side, Environment Hard
3057,Side,Side, Environment Hard
3058,Side,Side, Environment Hard
3059,Side,Side, Environment Hard
3060,Side,Side, Environment Hard
3061,,Side, Environment Hard
3062,,Side, Environment Hard
3063,Side,Side, Environment Hard
3064,Side,Side, Environment Hard
3065,Side,Side, Environment Hard
3066,Side,Side, Environment Hard
3067,Side,Side, Environment Hard
3068,Side,Side, Environment Hard
3069,,Side, Environment Hard
3070,,Side, Environment Hard
3071,,Side, Environment Hard
3072,,Side, Environment Hard
3073,Side,Side, Environment Hard
3074,,Side, Environment Hard
3075,,Side, Environment Hard
3076,Side,Side, Environment Hard
3077,Side,Side, Environment Hard
3078,Side,Side, Environment Hard
3079,,Side, Environment Hard
3080,Side,Side, Environment Hard
3081,Side,Side, Environment Hard
3082,,Side, Environment Hard
3083,Side,Side, Environment Hard
3084,,Side, Environment Hard
3085,Side,Side, Environment Hard
3086,Side,Side, Environment Hard
3087,Side,Side, Environment Hard
3088,Side,Side, Environment Hard
3089,Side,Side, Environment Hard
3090,,Side, Environment Hard
3091,Side,Side, Environment Hard
3092,Side,Side, Environment Hard
3093,Side,Side, Environment Hard
3094,Side,Side, Environment Hard
3095,Side,Side, Environment Hard
3096,Side,Side, Environment Hard
3097,,Side, Environment Hard
3098,Side,Side, Environment Hard
3099,Side,Side, Environment Hard
3100,,Side, Environment Hard
3101,,Side, Environment Hard
3102,Side,Side, Environment Hard
3103,,Side, Environment Hard
3104,Side,Side, Environment Hard
3105,Side,Side, Environment Hard
3106,Side,Side, Environment Hard
3107,Side,Side, Environment Hard
3108,Side,Side, Environment Hard
3109,Side,Side, Environment Hard
3110,Side,Side, Environment Hard
3111,,Side, Environment Hard
3112,Side,Side, Environment Hard
3113,Side,Side, Environment Hard
3114,Side,Side, Environment Hard
3115,Side,Side, Environment Hard
3116,,Side, Environment Hard
3117,,Side, Environment Hard
3118,,Side, Environment Hard
3119,,Side, Environment Hard
3120,,Side, Environment Hard
3121,,Side, Environment Hard
3122,,Side, Environment Hard
3123,,Side, Environment Hard
3124,,Side, Environment Hard
3125,,Side, Environment Hard
3126,,Side, Environment Hard
3127,,Side, Environment Hard
3128,,Side, Environment Hard
3129,,Side, Environment Hard
3130,,Side, Environment Hard
3131,,Side, Environment Hard
3132,,Side, Environment Hard
3133,,Side, Environment Hard
3134,,Side, Environment Hard
3135,,Side, Environment Hard
3136,,Side, Environment Hard
3137,,Side, Environment Hard
3138,,Side, Environment Hard
3139,,Side, Environment Hard
3140,,Side, Environment Hard
3141,,Side, Environment Hard
3142,,Side, Environment Hard
3143,,Side, Environment Hard
3144,,Side, Environment Hard
3145,,Side, Environment Hard
3146,,Side, Environment Hard
3147,,Side, Environment Hard
3148,,Side, Environment Hard
3149,,Side, Environment Hard
3150,Side,, Box own colour
3151,Side,, Box own colour
3152,Side,, Box own colour
3153,Side,, Box own colour
3154,Side,, Box own colour
3155,,, Box own colour
3156,Side,, Box own colour
3157,Side,, Box own colour
3158,Side,, Box own colour
3159,,, Box own colour
3160,,, Box own colour
3161,,, Box own colour
3162,,, Box own colour
3163,Side,, Box own colour
3164,,, Box own colour
3165,Side,, Box own colour
3166,Side,, Box own colour
3167,Side,, Box own colour
3168,Side,, Box own colour
3169,Side,, Box own colour
3170,Side,, Box own colour
3171,Side,, Box own colour
3172,Side,, Box own colour
3173,Side,, Box own colour
3174,Side,, Box own colour
3175,,, Box own colour
3176,Side,, Box own colour
3177,Side,, Box own colour
3178,Side,, Box own colour
3179,,, Box own colour
3180,,, Box own colour
3181,Side,, Box own colour
3182,Side,, Box own colour
3183,,, Box own colour
3184,,, Box own colour
3185,Side,, Box own colour
3186,,, Box own colour
3187,Side,, Box own colour
3188,,, Box own colour
3189,Side,, Box own colour
3190,,, Box own colour
3191,,, Box own colour
3192,,, Box own colour
3193,Side,, Box own colour
3194,Side,, Box own colour
3195,,, Box own colour
3196,Side,, Box own colour
3197,Side,, Box own colour
3198,,, Box own colour
3199,Side,, Box own colour
3200,Side,, Box own colour
3201,Side,, Box own colour
3202,,, Box own colour
3203,Side,, Box own colour
3204,,, Box own colour
3205,,, Box own colour
3206,Side,, Box own colour
3207,,, Box own colour
3208,,, Box own colour
3209,,, Box own colour
3210,Side,, Box own colour
3211,,, Box own colour
3212,Side,, Box own colour
3213,Side,, Box own colour
3214,,, Box own colour
3215,Side,, Box own colour
3216,Side,, Box own colour
3217,Side,, Box own colour
3218,Side,, Box own colour
3219,,, Box own colour
3220,,, Box own colour
3221,Side,, Box own colour
3222,Side,, Box own colour
3223,,, Box own colour
3224,Side,, Box own colour
3225,,, Box own colour
3226,,, Box own colour
3227,Side,, Box own colour
3228,,, Box own colour
3229,Side,, Box own colour
3230,Side,, Box own colour
3231,Side,, Box own colour
3232,Side,, Box own colour
3233,Side,, Box own colour
3234,Side,, Box own colour
3235,Side,, Box own colour
3236,Side,, Box own colour
3237,Side,, Box own colour
3238,Side,, Box own colour
3239,Side,, Box own colour
3240,,, Box own colour
3241,,, Box own colour
3242,,, Box own colour
3243,Side,, Box own colour
3244,Side,, Box own colour
3245,Side,, Box own colour
3246,Side,, Box own colour
3247,Side,, Box own colour
3248,Side,, Box own colour
3249,Side,, Box own colour
3250,Side,, Box own colour
3251,,, Box own colour
3252,,, Box own colour
3253,,, Box own colour
3254,Side,, Box own colour
3255,,, Box own colour
3256,,, Box own colour
3257,,, Box own colour
3258,Side,, Box own colour
3259,,, Box own colour
3260,Side,, Box own colour
3261,Side,, Box own colour
3262,Side,, Box own colour
3263,Side,, Box own colour
3264,,, Box own colour
3265,Side,, Box own colour
3266,Side,, Box own colour
3267,Side,, Box own colour
3268,Side,, Box own colour
3269,Side,, Box own colour
3270,,, Box own colour
3271,Side,, Box own colour
3272,,, Box own colour
3273,,, Box own colour
3274,Side,, Box own colour
3275,,, Box own colour
3276,,, Box own colour
3277,,, Box own colour
3278,Side,, Box own colour
3279,,, Box own colour
3280,,, Box own colour
3281,Side,, Box own colour
3282,,, Box own colour
3283,Side,, Box own colour
3284,Side,, Box own colour
3285,,, Box own colour
3286,Side,, Box own colour
3287,Side,, Box own colour
3288,Side,, Box own colour
3289,,, Box own colour
3290,Side,, Box own colour
3291,,, Box own colour
3292,,, Box own colour
3293,,, Box own colour
3294,Side,, Box own colour
3295,Top,, Box own colour
3296,Top,, Box own colour
3297,,, Box own colour
3298,Side,, Box own colour
3299,Side,, Box own colour
3300,Side,, Box own colour
3301,Side,, Box own colour
3302,,, Box own colour
3303,,, Box own colour
3304,,, Box own colour
3305,Side,, Box own colour
3306,Side,, Box own colour
3307,Side,, Box own colour
3308,Side,, Box own colour
3309,,, Box own colour
3310,,, Box own colour
3311,,, Box own colour
3312,Side,, Box own colour
3313,Side,, Box own colour
3314,,, Box own colour
3315,,, Box own colour
3316,,, Box own colour
3317,Side,, Box own colour
3318,Side,, Box own colour
3319,Side,, Box own colour
3320,Side,, Box own colour
3321,Side,, Box own colour
3322,,, Box own colour
3323,,, Box own colour
3324,Side,, Box own colour
3325,Top,, Box own colour
3326,Side,, Box own colour
3327,Side,, Box own colour
3328,Side,, Box own colour
3329,Side,, Box own colour
3330,Side,, Box own colour
3331,,, Box own colour
3332,,, Box own colour
3333,,, Box own colour
3334,,, Box own colour
3335,Side,, Box own colour
3336,,, Box own colour
3337,Side,, Box own colour
3338,Side,, Box own colour
3339,,, Box own colour
3340,Side,, Box own colour
3341,Side,, Box own colour
3342,Side,, Box own colour
3343,Top,, Box own colour
3344,,, Box own colour
3345,,, Box own colour
3346,Side,, Box own colour
3347,Side,, Box own colour
3348,Side,, Box own colour
3349,,, Box own colour
3350,Side,, Box own colour
3351,Side,, Box own colour
3352,,, Box own colour
3353,,, Box own colour
3354,Side,, Box own colour
3355,,, Box own colour
3356,Side,, Box own colour
3357,Side,, Box own colour
3358,Side,, Box own colour
3359,,, Box own colour
3360,,, Box own colour
3361,Side,, Box own colour
3362,,, Box own colour
3363,Side,, Box own colour
3364,,, Box own colour
3365,,, Box own colour
3366,,, Box own colour
3367,Side,, Box own colour
3368,,, Box own colour
3369,,, Box own colour
3370,,, Box own colour
3371,,, Box own colour
3372,Side,, Box own colour
3373,,, Box own colour
3374,Side,, Box own colour
3375,Side,, Box own colour
3376,,, Box own colour
3377,,, Box own colour
3378,Side,, Box own colour
3379,Side,, Box own colour
3380,,, Box own colour
3381,,, Box own colour
3382,,, Box own colour
3383,,, Box own colour
3384,Side,, Box own colour
3385,,, Box own colour
3386,Side,, Box own colour
3387,Side,, Box own colour
3388,Side,, Box own colour
3389,Side,, Box own colour
3390,,, Box own colour
3391,Side,, Box own colour
3392,Side,, Box own colour
3393,Side,, Box own colour
3394,,, Box own colour
3395,Side,, Box own colour
3396,Side,, Box own colour
3397,Side,, Box own colour
3398,,, Box own colour
3399,,, Box own colour
3400,,, Box own colour
3401,,, Box own colour
3402,Side,, Box own colour
3403,Side,, Box own colour
3404,,, Box own colour
3405,Side,, Box own colour
3406,Side,, Box own colour
3407,Side,, Box own colour
3408,Side,, Box own colour
3409,Side,, Box own colour
3410,Side,, Box own colour
3411,Side,, Box own colour
3412,,, Box own colour
3413,Side,, Box own colour
3414,Side,, Box own colour
3415,,, Box own colour
3416,,, Box own colour
3417,Side,, Box own colour
3418,,, Box own colour
3419,Side,, Box own colour
3420,Side,, Box own colour
3421,Side,, Box own colour
3422,Side,, Box own colour
3423,,, Box own colour
3424,,, Box own colour
3425,Side,, Box own colour
3426,,, Box own colour
3427,,, Box own colour
3428,Side,, Box own colour
3429,Side,, Box own colour
3430,,, Box own colour
3431,Side,, Box own colour
3432,,, Box own colour
3433,,, Box own colour
3434,Side,, Box own colour
3435,Side,, Box own colour
3436,Side,, Box own colour
3437,Side,, Box own colour
3438,Side,, Box own colour
3439,Side,, Box own colour
3440,Side,, Box own colour
3441,Side,, Box own colour
3442,,, Box own colour
3443,Side,, Box own colour
3444,,, Box own colour
3445,Side,, Box own colour
3446,Side,, Box own colour
3447,,, Box own colour
3448,,, Box own colour
3449,Side,, Box own colour
3450,Side,, Box own colour
3451,,, Box own colour
3452,Side,, Box own colour
3453,Side,, Box own colour
3454,,, Box own colour
3455,,, Box own colour
3456,Side,, Box own colour
3457,Side,, Box own colour
3458,Top,, Box own colour
3459,,, Box own colour
3460,Side,, Box own colour
3461,Side,, Box own colour
3462,Side,, Box own colour
3463,Side,, Box own colour
3464,,, Box own colour
3465,,, Box own colour
3466,Side,, Box own colour
3467,,, Box own colour
3468,Side,, Box own colour
3469,Side,, Box own colour
3470,,, Box own colour
3471,Side,, Box own colour
3472,Top,, Box own colour
3473,Side,, Box own colour
3474,Side,, Box own colour
3475,Side,, Box own colour
3476,Side,, Box own colour
3477,,, Box own colour
3478,,, Box own colour
3479,Side,, Box own colour
3480,Side,, Box own colour
3481,Side,, Box own colour
3482,Side,, Box own colour
3483,,, Box own colour
3484,,, Box own colour
3485,,, Box own colour
3486,Side,, Box own colour
3487,Side,, Box own colour
3488,Side,, Box own colour
3489,Side,, Box own colour
3490,Side,, Box own colour
3491,,, Box own colour
3492,Side,, Box own colour
3493,Side,, Box own colour
3494,,, Box own colour
3495,Side,, Box own colour
3496,Side,, Box own colour
3497,Side,, Box own colour
3498,,, Box own colour
3499,Side,, Box own colour
3500,,, Box own colour
3501,Side,, Box own colour
3502,Side,, Box own colour
3503,,, Box own colour
3504,,, Box own colour
3505,Side,, Box own colour
3506,,, Box own colour
3507,,, Box own colour
3508,,, Box own colour
3509,,, Box own colour
3510,,, Box own colour
3511,Side,, Box own colour
3512,Side,, Box own colour
3513,Side,, Box own colour
3514,Side,, Box own colour
3515,Side,, Box own colour
3516,Side,, Box own colour
3517,Side,, Box own colour
3518,Side,, Box own colour
3519,Side,, Box own colour
3520,Side,, Box own colour
3521,Side,, Box own colour
3522,Side,, Box own colour
3523,,, Box own colour
3524,,, Box own colour
3525,Side,, Box own colour
3526,Side,, Box own colour
3527,,, Box own colour
3528,,, Box own colour
3529,,, Box own colour
3530,Side,, Box own colour
3531,Side,, Box own colour
3532,,, Box own colour
3533,Side,, Box own colour
3534,Side,, Box own colour
3535,,, Box own colour
3536,Side,, Box own colour
3537,Side,, Box own colour
3538,,, Box own colour
3539,Side,, Box own colour
3540,Side,, Box own colour
3541,Side,, Box own colour
3542,Side,, Box own colour
3543,Side,, Box own colour
3544,,, Box own colour
3545,Side,, Box own colour
3546,Side,, Box own colour
3547,Side,, Box own colour
3548,Side,, Box own colour
3549,Side,, Box own colour
3550,Side,, Box own colour
3551,Side,, Box own colour
3552,Side,, Box own colour
3553,Side,, Box own colour
3554,,, Box own colour
3555,Side,, Box own colour
3556,Side,, Box own colour
3557,Side,, Box own colour
3558,Side,, Box own colour
3559,,, Box own colour
3560,,, Box own colour
3561,,, Box own colour
3562,,, Box own colour
3563,,, Box own colour
3564,,, Box own colour
3565,,, Box own colour
3566,,, Box own colour
3567,,, Box own colour
3568,,, Box own colour
3569,,, Box own colour
3570,,, Box own colour
3571,,, Box own colour
3572,,, Box own colour
3573,,, Box own colour
3574,,, Box own colour
3575,,, Box own colour
3576,,, Box own colour
3577,,, Box own colour
3578,,, Box own colour
3579,,, Box own colour
3580,,, Box own colour
3581,,, Box own colour
3582,,, Box own colour
3583,,, Box own colour
3584,,, Box own colour
3585,,, Box own colour
3586,,, Box own colour
3587,,, Box own colour
3588,,, Box own colour
