,box_number,rotate_angle,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode
count,428.0,404.0,426.0,416.0,428.0,428.0,428.0,428.0,428.0
mean,0.9976635514018691,52.42326732673267,97.84603286384977,98.1423798076923,0.9976635514018691,0.035046728971962614,0.8271028037383178,0.8271028037383178,0.5654205607476636
std,0.048336824452283184,5.589031549860119,7.298338730478312,0.543915177632283,0.048336824452283184,0.18411316055870278,0.462164765464748,0.462164765464748,0.8591268159860272
min,0.0,49.0,54.13,95.97,0.0,0.0,0.0,0.0,0.0
25%,1.0,50.0,99.45,97.85,1.0,0.0,1.0,1.0,0.0
50%,1.0,51.0,99.52,98.23,1.0,0.0,1.0,1.0,0.0
75%,1.0,52.0,99.58,98.51,1.0,0.0,1.0,1.0,1.0
max,1.0,135.0,99.72,99.24,1.0,1.0,2.0,2.0,2.0
