,box_number,rotate_angle,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode
count,513.0,490.0,490.0,500.0,513.0,513.0,513.0,513.0,513.0
mean,0.9746588693957114,117.84081632653061,99.67102040816327,91.90076,0.9746588693957114,0.631578947368421,2.1481481481481484,2.1481481481481484,0.04483430799220273
std,0.15731242117439578,1.1771370710271927,0.0660651255175451,3.105577667310124,0.15731242117439578,0.4828472298444106,1.153070578611413,1.153070578611413,0.2071420619301227
min,0.0,113.0,99.3,73.22,0.0,0.0,0.0,0.0,0.0
25%,1.0,117.0,99.63,90.37,1.0,0.0,1.0,1.0,0.0
50%,1.0,118.0,99.68,92.445,1.0,1.0,3.0,3.0,0.0
75%,1.0,119.0,99.72,94.0875,1.0,1.0,3.0,3.0,0.0
max,1.0,120.0,99.8,97.57,1.0,1.0,3.0,3.0,1.0
