box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
1,134.0,Side,Down,Z-Horizontal-Down,99.21%,95.96%,1,Straight,18:53:34.855533
1,134.0,Side,Down,Z-Horizontal-Down,99.11%,97.34%,1,Straight,18:53:33.817814
1,134.0,Side,Down,Z-Horizontal-Down,99.17%,96.99%,1,Straight,18:53:32.786750
1,134.0,Side,Down,Z-Horizontal-Down,99.21%,95.86%,1,Straight,18:53:31.760239
1,133.0,Side,Down,Z-Horizontal-Down,99.19%,96.14%,1,Straight,18:53:30.707470
1,134.0,Side,Down,Z-Horizontal-Down,99.17%,96.74%,1,Straight,18:53:29.664226
1,134.0,Side,Down,Z-Horizontal-Down,99.17%,96.87%,1,Straight,18:53:28.636426
1,134.0,Side,Down,Z-Horizontal-Down,99.22%,96.61%,1,Straight,18:53:27.598116
1,133.0,Side,Down,Z-Horizontal-Down,99.19%,95.88%,1,Straight,18:53:26.564409
1,134.0,Side,Down,Z-Horizontal-Down,99.26%,95.96%,1,Straight,18:53:25.534705
1,134.0,Side,Down,Z-Horizontal-Down,99.26%,96.96%,1,Straight,18:53:24.506930
1,134.0,Side,Down,Z-Horizontal-Down,99.21%,98.11%,1,Straight,18:53:23.472264
1,134.0,Side,Down,Z-Horizontal-Down,99.28%,96.03%,1,Straight,18:53:22.430475
1,134.0,Side,Down,Z-Horizontal-Down,99.17%,95.13%,1,Straight,18:53:21.400411
1,134.0,Side,Down,Z-Horizontal-Down,99.24%,95.77%,1,Straight,18:53:20.370583
1,133.0,Side,Down,Z-Horizontal-Down,99.33%,96.91%,1,Straight,18:53:19.342817
1,134.0,Side,Down,Z-Horizontal-Down,99.36%,95.83%,1,Straight,18:53:18.316365
1,134.0,Side,Down,Z-Horizontal-Down,99.12%,97.24%,1,Straight,18:53:17.286945
