box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
2,140,,,,97.47%,,2,Straight,20:27:56.048437
1,109,Side,Right,Horizontal-Right,99.25%,99.01%,2,Obtuse,20:27:56.048437
2,141,,,,97.01%,,2,Straight,20:27:55.009073
1,109,Side,Right,Horizontal-Right,99.14%,99.10%,2,Obtuse,20:27:55.009073
2,141,,,,97.19%,,2,Straight,20:27:53.979335
1,109,Side,Right,Horizontal-Right,98.87%,99.11%,2,Obtuse,20:27:53.979335
2,140,,,,97.18%,,2,Straight,20:27:52.940607
1,109,Side,Right,Horizontal-Right,99.27%,99.26%,2,Obtuse,20:27:52.940607
2,142,,,,97.29%,,2,Straight,20:27:51.909730
1,109,Side,Right,Horizontal-Right,99.30%,99.10%,2,Obtuse,20:27:51.909730
2,142,,,,95.91%,,2,Straight,20:27:50.871044
1,109,Side,Right,Horizontal-Right,99.16%,99.21%,2,Obtuse,20:27:50.871044
2,141,,,,96.95%,,2,Straight,20:27:49.828331
1,110,Side,Right,Horizontal-Right,99.14%,99.23%,2,Obtuse,20:27:49.828331
2,141,,,,97.09%,,2,Straight,20:27:48.797604
1,110,Side,Right,Horizontal-Right,99.31%,99.19%,2,Obtuse,20:27:48.797604
2,141,,,,97.14%,,2,Straight,20:27:47.752349
1,108,Side,Right,Horizontal-Right,99.10%,99.07%,2,Obtuse,20:27:47.752349
2,140,,,,97.49%,,2,Straight,20:27:46.706323
1,110,Side,Right,Horizontal-Right,99.17%,98.98%,2,Obtuse,20:27:46.706323
2,141,,,,96.88%,,2,Straight,20:27:45.658778
1,109,Side,Right,Horizontal-Right,99.32%,99.15%,2,Obtuse,20:27:45.658778
2,140,,,,96.07%,,2,Straight,20:27:44.622539
1,110,Side,Right,Horizontal-Right,99.15%,99.05%,2,Obtuse,20:27:44.622539
2,142,,,,96.93%,,2,Straight,20:27:43.592420
1,109,Side,Right,Horizontal-Right,99.20%,99.31%,2,Obtuse,20:27:43.592420
2,142,,,,96.57%,,2,Straight,20:27:42.544433
1,111,Side,Right,Horizontal-Right,98.99%,98.99%,2,Obtuse,20:27:42.544433
2,141,,,,97.11%,,2,Straight,20:27:41.506610
1,109,Side,Right,Horizontal-Right,99.10%,99.31%,2,Obtuse,20:27:41.506610
2,142,,,,96.13%,,2,Straight,20:27:40.462640
1,111,Side,Right,Horizontal-Right,99.19%,98.92%,2,Obtuse,20:27:40.462640
2,141,,,,97.40%,,2,Straight,20:27:39.432399
1,111,Side,Right,Horizontal-Right,98.88%,99.18%,2,Obtuse,20:27:39.432399
2,140,,,,96.99%,,2,Straight,20:27:38.390915
1,107,Side,Right,Horizontal-Right,99.15%,99.01%,2,Obtuse,20:27:38.390915
2,142,,,,97.39%,,2,Straight,20:27:37.360430
1,109,Side,Right,Horizontal-Right,99.13%,99.09%,2,Obtuse,20:27:37.360430
2,141,,,,97.51%,,2,Straight,20:27:36.330744
1,109,Side,Right,Horizontal-Right,99.00%,98.99%,2,Obtuse,20:27:36.330744
2,141,,,,97.13%,,2,Straight,20:27:35.286316
1,110,Side,Right,Horizontal-Right,98.92%,98.94%,2,Obtuse,20:27:35.286316
2,140,,,,96.65%,,2,Straight,20:27:34.243208
1,110,Side,Right,Horizontal-Right,99.06%,99.04%,2,Obtuse,20:27:34.243208
2,141,,,,96.85%,,2,Straight,20:27:33.199701
1,110,Side,Right,Horizontal-Right,99.15%,99.23%,2,Obtuse,20:27:33.199701
2,142,,,,97.01%,,2,Straight,20:27:32.168373
1,108,Side,Right,Horizontal-Right,99.03%,99.12%,2,Obtuse,20:27:32.168373
2,140,,,,97.21%,,2,Straight,20:27:31.138825
1,110,Side,Right,Horizontal-Right,98.98%,99.17%,2,Obtuse,20:27:31.138825
2,141,,,,97.20%,,2,Straight,20:27:30.083903
1,109,Side,Right,Horizontal-Right,99.22%,99.09%,2,Obtuse,20:27:30.083903
2,142,,,,96.89%,,2,Straight,20:27:29.028458
1,109,Side,Right,Horizontal-Right,99.32%,99.19%,2,Obtuse,20:27:29.028458
2,140,,,,97.20%,,2,Straight,20:27:27.972410
1,109,Side,Right,Horizontal-Right,99.31%,99.02%,2,Obtuse,20:27:27.972410
2,141,,,,97.16%,,2,Straight,20:27:26.942754
1,111,Side,Right,Horizontal-Right,99.12%,99.16%,2,Obtuse,20:27:26.942754
2,141,,,,96.95%,,2,Straight,20:27:25.903358
1,109,Side,Right,Horizontal-Right,99.32%,99.14%,2,Obtuse,20:27:25.903358
2,142,,,,97.08%,,2,Straight,20:27:24.859722
1,109,Side,Right,Horizontal-Right,99.12%,98.96%,2,Obtuse,20:27:24.859722
2,140,,,,96.76%,,2,Straight,20:27:23.828285
1,110,Side,Right,Horizontal-Right,99.15%,99.08%,2,Obtuse,20:27:23.828285
2,140,,,,97.20%,,2,Straight,20:27:22.788390
1,109,Side,Right,Horizontal-Right,99.34%,99.03%,2,Obtuse,20:27:22.788390
2,142,,,,96.89%,,2,Straight,20:27:21.752518
1,110,Side,Right,Horizontal-Right,99.13%,99.01%,2,Obtuse,20:27:21.752518
2,142,,,,96.43%,,2,Straight,20:27:20.692422
1,108,Side,Right,Horizontal-Right,99.28%,99.09%,2,Obtuse,20:27:20.692422
2,141,,,,96.89%,,2,Straight,20:27:19.650145
1,108,Side,Right,Horizontal-Right,99.04%,99.05%,2,Obtuse,20:27:19.650145
2,142,,,,96.85%,,2,Straight,20:27:18.604104
1,110,Side,Right,Horizontal-Right,99.19%,98.99%,2,Obtuse,20:27:18.604104
2,141,,,,96.95%,,2,Straight,20:27:17.559941
1,109,Side,Right,Horizontal-Right,98.99%,99.08%,2,Obtuse,20:27:17.559941
2,141,,,,97.22%,,2,Straight,20:27:16.528190
1,110,Side,Left,Horizontal-Left,98.99%,99.09%,2,Obtuse,20:27:16.528190
2,142,,,,97.15%,,2,Straight,20:27:15.467629
1,109,Side,Right,Horizontal-Right,99.17%,98.93%,2,Obtuse,20:27:15.467629
2,141,,,,97.43%,,2,Straight,20:27:14.419096
1,111,Side,Right,Horizontal-Right,99.08%,99.15%,2,Obtuse,20:27:14.419096
2,141,,,,96.78%,,2,Straight,20:27:13.374559
1,108,Side,Right,Horizontal-Right,98.85%,98.98%,2,Obtuse,20:27:13.374559
2,139,,,,97.30%,,2,Straight,20:27:12.329345
1,109,Side,Right,Horizontal-Right,99.30%,99.08%,2,Obtuse,20:27:12.329345
2,141,,,,96.32%,,2,Straight,20:27:11.284403
1,109,Side,Right,Horizontal-Right,99.26%,99.18%,2,Obtuse,20:27:11.284403
2,142,,,,96.64%,,2,Straight,20:27:10.241748
1,110,Side,Right,Horizontal-Right,99.25%,99.23%,2,Obtuse,20:27:10.241748
2,141,,,,96.26%,,2,Straight,20:27:09.197813
1,111,Side,Right,Horizontal-Right,99.07%,98.96%,2,Obtuse,20:27:09.197813
2,141,,,,96.86%,,2,Straight,20:27:08.151077
