box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
1,139.0,Side,Up,Z-Horizontal-Up,94.03%,87.73%,1,Straight,18:10:48.032465
1,139.0,Side,Up,Z-Horizontal-Up,94.67%,81.66%,1,Straight,18:10:47.011678
1,140.0,Side,Up,Z-Horizontal-Up,93.37%,78.94%,1,Straight,18:10:45.978148
1,137.0,Side,Right,Horizontal-Right,94.02%,82.75%,1,Straight,18:10:44.939437
1,138.0,Side,Up,Z-Horizontal-Up,94.07%,79.67%,1,Straight,18:10:43.910976
1,139.0,Side,Up,Z-Horizontal-Up,94.90%,87.66%,1,Straight,18:10:42.880468
1,138.0,Side,Up,Z-Horizontal-Up,93.38%,80.73%,1,Straight,18:10:41.853473
1,139.0,Side,Up,Z-Horizontal-Up,93.73%,84.00%,1,Straight,18:10:40.823843
1,138.0,Side,Up,Z-Horizontal-Up,94.63%,83.66%,1,Straight,18:10:39.796385
1,139.0,Side,Up,Z-Horizontal-Up,94.13%,84.58%,1,Straight,18:10:38.760417
1,138.0,Side,Up,Z-Horizontal-Up,93.86%,87.39%,1,Straight,18:10:37.732424
1,138.0,Side,Up,Z-Horizontal-Up,94.79%,85.25%,1,Straight,18:10:36.703229
1,139.0,Side,Up,Z-Horizontal-Up,94.62%,85.93%,1,Straight,18:10:35.670710
1,138.0,Side,Up,Z-Horizontal-Up,93.83%,82.03%,1,Straight,18:10:34.634844
1,138.0,Side,Up,Z-Horizontal-Up,93.79%,84.35%,1,Straight,18:10:33.611562
1,138.0,Side,Up,Z-Horizontal-Up,94.02%,84.74%,1,Straight,18:10:32.564426
1,139.0,Side,Up,Z-Horizontal-Up,93.46%,86.98%,1,Straight,18:10:31.528428
1,139.0,Side,Up,Z-Horizontal-Up,94.90%,85.16%,1,Straight,18:10:30.510092
1,139.0,Side,Up,Z-Horizontal-Up,94.51%,83.42%,1,Straight,18:10:29.475264
1,139.0,Side,Up,Z-Horizontal-Up,93.71%,83.28%,1,Straight,18:10:28.441495
1,138.0,Side,Up,Z-Horizontal-Up,94.91%,85.13%,1,Straight,18:10:27.419740
1,139.0,Side,Up,Z-Horizontal-Up,93.76%,84.48%,1,Straight,18:10:26.396419
1,138.0,Side,Up,Z-Horizontal-Up,94.13%,86.31%,1,Straight,18:10:25.362374
1,139.0,Side,Up,Z-Horizontal-Up,93.94%,85.14%,1,Straight,18:10:24.316420
1,139.0,Side,Right,Horizontal-Right,94.10%,82.64%,1,Straight,18:10:23.291348
