box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
2,139.0,,,,82.08%,,2,Straight,19:31:33.399131
1,104.0,Side,Left,Horizontal-Left,97.32%,99.63%,2,Obtuse,19:31:33.399131
2,138.0,,,,83.03%,,2,Straight,19:31:32.336488
1,105.0,,,,97.90%,99.66%,2,Obtuse,19:31:32.336488
2,138.0,,,,81.30%,,2,Straight,19:31:31.277813
1,105.0,,,,97.79%,99.67%,2,Obtuse,19:31:31.277813
2,137.0,,,,83.30%,,2,Straight,19:31:30.205647
1,105.0,,,,97.58%,99.65%,2,Obtuse,19:31:30.205647
2,138.0,,,,83.28%,,2,Straight,19:31:29.142165
1,105.0,Top,Right,Vertical-Right,97.49%,99.66%,2,Obtuse,19:31:29.142165
2,139.0,,,,81.98%,,2,Straight,19:31:28.095003
1,103.0,Side,Right,Horizontal-Right,97.56%,99.70%,2,Obtuse,19:31:28.095003
2,141.0,,,,81.31%,,2,Straight,19:31:27.028428
1,104.0,,,,97.64%,99.67%,2,Obtuse,19:31:27.028428
2,139.0,,,,82.16%,,2,Straight,19:31:25.980394
1,105.0,,,,97.65%,99.72%,2,Obtuse,19:31:25.980394
2,138.0,,,,83.10%,,2,Straight,19:31:24.890100
1,104.0,,,,97.43%,99.73%,2,Obtuse,19:31:24.890100
2,139.0,,,,82.23%,,2,Straight,19:31:23.822662
1,104.0,,,,97.39%,99.71%,2,Obtuse,19:31:23.822662
2,139.0,,,,83.88%,,2,Straight,19:31:22.761977
1,102.0,,,,97.50%,99.72%,2,Obtuse,19:31:22.761977
2,140.0,,,,84.41%,,2,Straight,19:31:21.711746
1,104.0,,,,97.73%,99.69%,2,Obtuse,19:31:21.711746
2,141.0,,,,81.59%,,2,Straight,19:31:20.667500
1,105.0,,,,97.63%,99.67%,2,Obtuse,19:31:20.667500
2,139.0,,,,81.79%,,2,Straight,19:31:19.578429
1,105.0,,,,97.35%,99.67%,2,Obtuse,19:31:19.578429
2,138.0,,,,83.43%,,2,Straight,19:31:18.532070
1,104.0,Top,Right,Vertical-Right,97.55%,99.65%,2,Obtuse,19:31:18.532070
2,141.0,,,,83.90%,,2,Straight,19:31:17.473587
1,105.0,,,,97.35%,99.66%,2,Obtuse,19:31:17.473587
2,138.0,,,,81.62%,,2,Straight,19:31:16.416416
1,104.0,,,,97.43%,99.65%,2,Obtuse,19:31:16.416416
2,138.0,,,,80.60%,,2,Straight,19:31:15.366891
1,102.0,,,,97.29%,99.71%,2,Obtuse,19:31:15.366891
2,138.0,,,,82.77%,,2,Straight,19:31:14.300401
1,105.0,,,,97.24%,99.68%,2,Obtuse,19:31:14.300401
2,138.0,,,,82.23%,,2,Straight,19:31:13.223579
1,104.0,,,,97.12%,99.65%,2,Obtuse,19:31:13.223579
2,139.0,,,,85.60%,,2,Straight,19:31:12.163299
1,104.0,,,,97.40%,99.72%,2,Obtuse,19:31:12.163299
2,139.0,,,,84.33%,,2,Straight,19:31:11.103359
1,104.0,,,,97.37%,99.71%,2,Obtuse,19:31:11.103359
2,138.0,,,,80.81%,,2,Straight,19:31:10.043963
1,104.0,,,,97.25%,99.69%,2,Obtuse,19:31:10.043963
2,139.0,,,,83.31%,,2,Straight,19:31:08.980422
1,103.0,Top,Right,Vertical-Right,97.41%,99.72%,2,Obtuse,19:31:08.980422
2,139.0,,,,81.54%,,2,Straight,19:31:07.923483
1,104.0,,,,97.28%,99.72%,2,Obtuse,19:31:07.923483
2,139.0,,,,81.12%,,2,Straight,19:31:06.875218
1,103.0,Side,Right,Horizontal-Right,97.68%,99.66%,2,Obtuse,19:31:06.875218
2,141.0,,,,81.82%,,2,Straight,19:31:05.820422
1,104.0,,,,97.27%,99.67%,2,Obtuse,19:31:05.820422
2,140.0,,,,83.17%,,2,Straight,19:31:04.760420
1,105.0,,,,97.60%,99.67%,2,Obtuse,19:31:04.760420
2,140.0,,,,75.46%,,2,Straight,19:31:03.708419
1,105.0,,,,97.53%,99.69%,2,Obtuse,19:31:03.708419
2,137.0,,,,82.93%,,2,Straight,19:31:02.639292
1,105.0,Top,Right,Vertical-Right,97.80%,99.71%,2,Obtuse,19:31:02.639292
2,141.0,,,,82.42%,,2,Straight,19:31:01.568422
1,104.0,Top,Right,Vertical-Right,97.56%,99.70%,2,Obtuse,19:31:01.568422
2,135.0,,,,81.17%,,2,Straight,19:31:00.501965
1,104.0,,,,97.62%,99.69%,2,Obtuse,19:31:00.501965
2,138.0,,,,84.47%,,2,Straight,19:30:59.441527
1,105.0,,,,97.80%,99.70%,2,Obtuse,19:30:59.441527
2,137.0,,,,81.25%,,2,Straight,19:30:58.384174
1,104.0,Top,Right,Vertical-Right,97.67%,99.64%,2,Obtuse,19:30:58.384174
2,139.0,,,,81.35%,,2,Straight,19:30:57.332419
1,105.0,,,,97.45%,99.70%,2,Obtuse,19:30:57.332419
2,136.0,,,,81.22%,,2,Straight,19:30:56.283405
1,104.0,,,,97.71%,99.69%,2,Obtuse,19:30:56.283405
2,138.0,,,,84.03%,,2,Straight,19:30:55.222425
1,105.0,,,,97.65%,99.70%,2,Obtuse,19:30:55.222425
2,138.0,,,,80.95%,,2,Straight,19:30:54.164419
1,105.0,,,,97.69%,99.66%,2,Obtuse,19:30:54.164419
2,139.0,,,,82.53%,,2,Straight,19:30:53.112368
1,103.0,,,,97.64%,99.68%,2,Obtuse,19:30:53.112368
2,138.0,,,,81.14%,,2,Straight,19:30:52.050383
1,102.0,,,,97.48%,99.58%,2,Obtuse,19:30:52.050383
2,140.0,,,,82.98%,,2,Straight,19:30:50.984430
1,105.0,,,,97.51%,99.69%,2,Obtuse,19:30:50.984430
2,138.0,,,,82.36%,,2,Straight,19:30:49.927718
1,104.0,,,,97.32%,99.68%,2,Obtuse,19:30:49.927718
2,141.0,,,,84.64%,,2,Straight,19:30:48.874024
1,104.0,,,,97.66%,99.68%,2,Obtuse,19:30:48.874024
2,138.0,,,,79.24%,,2,Straight,19:30:47.808451
1,104.0,Top,Right,Vertical-Right,97.43%,99.71%,2,Obtuse,19:30:47.808451
2,141.0,Top,left,Vertical-left,84.74%,,2,Straight,19:30:46.757571
1,104.0,,,,97.62%,99.69%,2,Obtuse,19:30:46.757571
2,139.0,,,,81.45%,,2,Straight,19:30:45.702846
1,104.0,,,,97.43%,99.67%,2,Obtuse,19:30:45.702846
2,140.0,,,,79.86%,,2,Straight,19:30:44.664404
1,103.0,,,,97.45%,99.68%,2,Obtuse,19:30:44.664404
2,141.0,,,,81.31%,,2,Straight,19:30:43.605766
1,105.0,,,,97.39%,99.72%,2,Obtuse,19:30:43.605766
2,139.0,,,,75.64%,,2,Straight,19:30:42.550288
1,104.0,,,,97.47%,99.67%,2,Obtuse,19:30:42.550288
