box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
1,119.0,Top,Up,Vertical-Up,65.51%,87.02%,1,Obtuse,20:11:12.236390
1,119.0,Top,Up,Vertical-Up,57.81%,86.62%,1,Obtuse,20:11:11.212143
1,119.0,Top,Up,Vertical-Up,57.07%,85.68%,1,Obtuse,20:11:10.175052
1,119.0,Top,Up,Vertical-Up,67.43%,87.49%,1,Obtuse,20:11:09.136423
1,119.0,Top,Up,Vertical-Up,66.68%,85.27%,1,Obtuse,20:11:08.114051
1,119.0,Top,Up,Vertical-Up,73.08%,86.11%,1,Obtuse,20:11:07.088304
1,119.0,Top,Up,Vertical-Up,73.83%,87.84%,1,Obtuse,20:11:06.052453
1,119.0,Top,Up,Vertical-Up,67.71%,87.06%,1,Obtuse,20:11:05.016052
1,119.0,Top,Up,Vertical-Up,57.45%,87.09%,1,Obtuse,20:11:03.994344
1,119.0,Top,Up,Vertical-Up,75.09%,87.47%,1,Obtuse,20:11:02.963278
1,119.0,Top,Up,Vertical-Up,67.47%,87.66%,1,Obtuse,20:11:01.935961
1,119.0,Top,Up,Vertical-Up,65.70%,84.71%,1,Obtuse,20:11:00.904448
1,119.0,Top,Up,Vertical-Up,67.92%,86.97%,1,Obtuse,20:10:59.880397
1,119.0,Top,Up,Vertical-Up,65.29%,86.45%,1,Obtuse,20:10:58.848512
1,119.0,Top,Up,Vertical-Up,63.54%,87.46%,1,Obtuse,20:10:57.806818
1,119.0,Top,Up,Vertical-Up,70.17%,84.44%,1,Obtuse,20:10:56.775812
1,119.0,Top,Up,Vertical-Up,73.82%,86.86%,1,Obtuse,20:10:55.740480
1,119.0,Top,Up,Vertical-Up,63.80%,84.90%,1,Obtuse,20:10:54.709618
1,119.0,Top,Up,Vertical-Up,71.42%,90.59%,1,Obtuse,20:10:53.683149
1,119.0,Top,Up,Vertical-Up,71.18%,86.97%,1,Obtuse,20:10:52.658193
1,119.0,Top,Up,Vertical-Up,63.84%,86.10%,1,Obtuse,20:10:51.628421
1,119.0,Top,Up,Vertical-Up,66.07%,84.32%,1,Obtuse,20:10:50.590239
1,119.0,Top,Up,Vertical-Up,69.56%,85.66%,1,Obtuse,20:10:49.572323
1,119.0,Top,Up,Vertical-Up,68.54%,83.83%,1,Obtuse,20:10:48.543499
1,119.0,Top,Up,Vertical-Up,64.78%,84.98%,1,Obtuse,20:10:47.483426
1,119.0,Top,Up,Vertical-Up,64.93%,87.39%,1,Obtuse,20:10:46.447025
1,119.0,Top,Up,Vertical-Up,70.08%,88.82%,1,Obtuse,20:10:45.414428
1,119.0,Top,Up,Vertical-Up,71.92%,83.76%,1,Obtuse,20:10:44.386175
1,119.0,Top,Up,Vertical-Up,73.32%,82.12%,1,Obtuse,20:10:43.358251
1,119.0,Top,Up,Vertical-Up,63.84%,89.87%,1,Obtuse,20:10:42.331733
1,119.0,Top,Up,Vertical-Up,66.83%,86.16%,1,Obtuse,20:10:41.308417
1,119.0,Top,Up,Vertical-Up,57.95%,83.98%,1,Obtuse,20:10:40.282647
1,119.0,Top,Up,Vertical-Up,69.14%,86.93%,1,Obtuse,20:10:39.256091
