box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1
1,89.0,,,,70.72,97.21,1,Right,21:54:17.354372,,,2,2.0,93,1,0,0,0,2
1,89.0,,,,65.8,97.2,1,Right,21:54:16.309359,,,2,2.0,93,1,0,0,0,2
1,91.0,,,,68.03,97.08,1,Right,21:54:15.270699,,,2,2.0,93,1,0,0,0,2
1,91.0,,,,68.04,97.67,1,Right,21:54:14.238629,,,2,2.0,93,1,0,0,0,2
1,91.0,,,,70.46,97.63,1,Right,21:54:13.213935,,,2,2.0,93,1,0,0,0,2
1,92.0,,,,64.56,96.99,1,Right,21:54:12.177461,,,2,2.0,93,1,0,0,0,2
1,91.0,,,,68.83,97.41,1,Right,21:54:11.139508,,,2,2.0,93,1,0,0,0,2
1,,,,,66.48,97.13,1,,21:54:10.113530,,,2,,93,1,0,0,0,2
1,92.0,Side,Right,Horizontal-Right,65.92,97.37,1,Right,21:54:09.084382,2.0,2.0,1,2.0,93,1,0,0,0,2
1,92.0,,,,69.25,97.34,1,Right,21:54:08.045672,,,2,2.0,93,1,0,0,0,2
1,89.0,,,,68.15,97.54,1,Right,21:54:07.018369,,,2,2.0,93,1,0,0,0,2
1,92.0,,,,69.56,97.53,1,Right,21:54:05.978417,,,2,2.0,93,1,0,0,0,2
1,,,,,69.83,96.52,1,,21:54:04.956674,,,2,,93,1,0,0,0,2
1,92.0,,,,70.14,96.4,1,Right,21:54:03.918679,,,2,2.0,93,1,0,0,0,2
1,92.0,,,,63.21,96.84,1,Right,21:54:02.870706,,,2,2.0,93,1,0,0,0,2
1,91.0,,,,65.89,96.68,1,Right,21:54:01.818732,,,2,2.0,93,1,0,0,0,2
1,92.0,,,,65.78,96.78,1,Right,21:54:00.788034,,,2,2.0,93,1,0,0,0,2
1,88.0,Side,Right,Horizontal-Right,67.4,97.61,1,Right,21:53:59.766677,2.0,2.0,1,2.0,93,1,0,0,0,2
1,92.0,,,,67.25,97.16,1,Right,21:53:58.729330,,,2,2.0,93,1,0,0,0,2
