box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode
1,117.0,,,,99.67,93.99,1,Obtuse,01:45:45.359237,,,3,1.0
1,116.0,Side,Right,Horizontal-Right,99.71,90.39,1,Obtuse,01:45:44.321854,2.0,2.0,1,1.0
1,117.0,Side,Right,Horizontal-Right,99.68,92.11,1,Obtuse,01:45:43.275540,2.0,2.0,1,1.0
1,118.0,,,,99.7,91.86,1,Obtuse,01:45:42.219516,,,3,1.0
1,117.0,Side,Right,Horizontal-Right,99.7,94.9,1,Obtuse,01:45:41.174144,2.0,2.0,1,1.0
1,119.0,,,,99.67,92.28,1,Obtuse,01:45:40.109416,,,3,1.0
1,118.0,,,,99.66,92.04,1,Obtuse,01:45:39.076951,,,3,1.0
1,117.0,Side,Right,Horizontal-Right,99.62,92.87,1,Obtuse,01:45:38.037252,2.0,2.0,1,1.0
1,113.0,,,,99.63,94.79,1,Obtuse,01:45:37.010059,,,3,1.0
1,118.0,Side,Left,Horizontal-Left,99.65,89.84,1,Obtuse,01:45:35.970173,2.0,1.0,0,1.0
1,118.0,Side,Right,Horizontal-Right,99.64,94.42,1,Obtuse,01:45:34.936319,2.0,2.0,1,1.0
1,118.0,,,,99.64,93.93,1,Obtuse,01:45:33.900977,,,3,1.0
1,117.0,,,,99.71,96.59,1,Obtuse,01:45:32.872341,,,3,1.0
1,118.0,,,,99.76,87.17,1,Obtuse,01:45:31.840511,,,3,1.0
1,117.0,,,,99.7,93.63,1,Obtuse,01:45:30.806106,,,3,1.0
1,118.0,,,,99.71,86.49,1,Obtuse,01:45:29.774155,,,3,1.0
1,118.0,,,,99.76,87.74,1,Obtuse,01:45:28.734210,,,3,1.0
1,118.0,,,,99.75,92.11,1,Obtuse,01:45:27.696040,,,3,1.0
1,119.0,,,,99.66,91.51,1,Obtuse,01:45:26.663161,,,3,1.0
1,118.0,,,,99.74,90.36,1,Obtuse,01:45:25.622220,,,3,1.0
1,116.0,,,,99.63,95.57,1,Obtuse,01:45:24.591777,,,3,1.0
1,116.0,,,,99.65,94.06,1,Obtuse,01:45:23.555215,,,3,1.0
1,118.0,Side,Right,Horizontal-Right,99.69,86.38,1,Obtuse,01:45:22.518151,2.0,2.0,1,1.0
1,118.0,,,,99.66,94.21,1,Obtuse,01:45:21.501319,,,3,1.0
1,117.0,Side,Right,Horizontal-Right,99.73,91.89,1,Obtuse,01:45:20.462137,2.0,2.0,1,1.0
1,118.0,,,,99.77,95.65,1,Obtuse,01:45:19.418083,,,3,1.0
1,117.0,Side,Right,Horizontal-Right,99.66,91.23,1,Obtuse,01:45:18.390107,2.0,2.0,1,1.0
1,119.0,,,,99.62,92.28,1,Obtuse,01:45:17.356835,,,3,1.0
1,118.0,,,,99.67,92.03,1,Obtuse,01:45:16.314092,,,3,1.0
1,117.0,,,,99.73,94.2,1,Obtuse,01:45:15.275924,,,3,1.0
1,117.0,,,,99.7,88.48,1,Obtuse,01:45:14.250034,,,3,1.0
1,119.0,,,,99.62,93.28,1,Obtuse,01:45:13.226120,,,3,1.0
1,119.0,Side,Left,Horizontal-Left,99.74,94.26,1,Obtuse,01:45:12.191345,2.0,1.0,0,1.0
1,118.0,,,,99.67,92.92,1,Obtuse,01:45:11.154156,,,3,1.0
1,118.0,,,,99.75,93.56,1,Obtuse,01:45:10.112653,,,3,1.0
1,119.0,,,,99.66,93.37,1,Obtuse,01:45:09.077619,,,3,1.0
1,118.0,,,,99.73,94.56,1,Obtuse,01:45:08.051195,,,3,1.0
1,119.0,,,,99.59,87.92,1,Obtuse,01:45:07.014263,,,3,1.0
