box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1,angle_gt_2,box_number_gt_2,arrow_direction_gt_2,arrow_position_gt_2,orientation_type_gt_2,angle_type_type_gt_2
2,65.0,,,,95.0,,2,Acute,02:31:31.790117,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,80.0,Top,Down,Vertical-Down,99.06,77.42,2,Acute,02:31:31.790117,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,94.75,,2,Acute,02:31:30.721426,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,,,,98.56,79.69,2,,02:31:30.721426,,,3,,102,1,4,1,14,2,73,2,0,0,0,4
2,69.0,,,,97.18,,2,Acute,02:31:29.663715,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.62,75.57,2,Right,02:31:29.663715,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,95.34,,2,Acute,02:31:28.593634,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.9,83.75,2,Right,02:31:28.593634,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,97.25,,2,Acute,02:31:27.516529,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Side,Right,Horizontal-Right,98.83,71.64,2,Right,02:31:27.516529,2.0,2.0,1,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,95.7,,2,Acute,02:31:26.441172,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,91.0,Top,Down,Vertical-Down,98.97,79.75,2,Right,02:31:26.441172,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,97.91,,2,Acute,02:31:25.381748,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,84.0,Side,Right,Horizontal-Right,98.75,79.1,2,Acute,02:31:25.381748,2.0,2.0,1,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,76.0,,,,95.94,,2,Acute,02:31:24.308848,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,86.0,,,,99.07,74.15,2,Right,02:31:24.308848,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,97.6,,2,Acute,02:31:23.235251,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,95.0,,,,98.78,81.99,2,Right,02:31:23.235251,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,95.75,,2,Acute,02:31:22.160265,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,91.0,,,,99.17,79.71,2,Right,02:31:22.160265,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,69.0,,,,97.98,,2,Acute,02:31:21.070106,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,,,,98.9,77.98,2,,02:31:21.070106,,,3,,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,96.12,,2,Acute,02:31:19.994123,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,92.0,,,,98.85,81.64,2,Right,02:31:19.994123,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,97.67,,2,Acute,02:31:18.912476,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,80.0,Top,Down,Vertical-Down,98.76,78.72,2,Acute,02:31:18.912476,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,94.66,,2,Acute,02:31:17.839340,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,Top,Down,Vertical-Down,98.95,81.86,2,,02:31:17.839340,1.0,4.0,2,,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,96.53,,2,Acute,02:31:16.770100,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,92.0,,,,98.84,85.99,2,Right,02:31:16.770100,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,97.05,,2,Acute,02:31:15.699742,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.7,73.94,2,Right,02:31:15.699742,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,70.0,,,,97.44,,2,Acute,02:31:14.633326,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,96.0,Top,Down,Vertical-Down,98.93,73.08,2,Right,02:31:14.633326,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,96.72,,2,Acute,02:31:13.576468,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,Top,Down,Vertical-Down,98.76,72.1,2,Right,02:31:13.576468,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,96.53,,2,Acute,02:31:12.490531,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,87.0,,,,98.9,76.23,2,Right,02:31:12.490531,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,97.63,,2,Acute,02:31:11.429356,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,90.0,Top,Down,Vertical-Down,98.68,83.45,2,Right,02:31:11.429356,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,97.51,,2,Acute,02:31:10.373770,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.92,76.02,2,Right,02:31:10.373770,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,96.65,,2,Acute,02:31:09.296329,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,97.0,Top,Down,Vertical-Down,99.06,81.94,2,Right,02:31:09.296329,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,96.92,,2,Acute,02:31:08.184684,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,90.0,Top,Down,Vertical-Down,98.34,74.71,2,Right,02:31:08.184684,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,96.29,,2,Acute,02:31:07.106132,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.99,73.67,2,Right,02:31:07.106132,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,63.0,,,,95.74,,2,Acute,02:31:06.052761,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,98.0,Top,Down,Vertical-Down,99.06,84.01,2,Right,02:31:06.052761,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,95.69,,2,Acute,02:31:04.990098,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,90.0,Top,Down,Vertical-Down,98.57,82.68,2,Right,02:31:04.990098,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,95.64,,2,Acute,02:31:03.902788,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,90.0,Top,Down,Vertical-Down,98.92,76.34,2,Right,02:31:03.902788,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,98.34,,2,Acute,02:31:02.835642,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,Top,Down,Vertical-Down,98.95,87.16,2,Right,02:31:02.835642,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,97.94,,2,Acute,02:31:01.735221,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,98.0,,,,98.86,78.25,2,Right,02:31:01.735221,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,97.62,,2,Acute,02:31:00.657879,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,Top,Down,Vertical-Down,98.69,79.64,2,,02:31:00.657879,1.0,4.0,2,,102,1,4,1,14,2,73,2,0,0,0,4
2,70.0,,,,97.67,,2,Acute,02:30:59.591177,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,82.0,Top,Down,Vertical-Down,98.74,76.71,2,Acute,02:30:59.591177,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,96.69,,2,Acute,02:30:58.521438,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,91.0,Top,Down,Vertical-Down,99.03,81.21,2,Right,02:30:58.521438,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,63.0,,,,95.32,,2,Acute,02:30:57.436186,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Top,Down,Vertical-Down,98.86,80.11,2,Right,02:30:57.436186,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,95.51,,2,Acute,02:30:56.381255,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,87.0,,,,99.01,78.88,2,Right,02:30:56.381255,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,96.05,,2,Acute,02:30:55.295855,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,Top,Down,Vertical-Down,99.01,82.64,2,Right,02:30:55.295855,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,74.0,,,,97.42,,2,Acute,02:30:54.209675,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,92.0,Top,Down,Vertical-Down,98.62,75.72,2,Right,02:30:54.209675,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,75.0,,,,96.72,,2,Acute,02:30:53.124730,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.98,82.04,2,Right,02:30:53.124730,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,98.04,,2,Acute,02:30:52.059134,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,94.0,Top,Down,Vertical-Down,98.58,79.21,2,Right,02:30:52.059134,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,73.0,,,,95.93,,2,Acute,02:30:50.987844,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,92.0,Top,Down,Vertical-Down,98.97,76.78,2,Right,02:30:50.987844,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,96.25,,2,Acute,02:30:49.902130,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,86.0,Top,Down,Vertical-Down,98.69,73.74,2,Right,02:30:49.902130,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,61.0,,,,97.17,,2,Acute,02:30:48.829399,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Side,Right,Horizontal-Right,99.09,75.39,2,Right,02:30:48.829399,2.0,2.0,1,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,97.53,,2,Acute,02:30:47.761575,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,98.0,Top,Down,Vertical-Down,98.36,72.47,2,Right,02:30:47.761575,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,95.53,,2,Acute,02:30:46.685524,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,84.0,Side,Right,Horizontal-Right,98.97,91.33,2,Acute,02:30:46.685524,2.0,2.0,1,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,97.07,,2,Acute,02:30:45.600726,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,94.0,,,,99.11,82.99,2,Right,02:30:45.600726,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,97.07,,2,Acute,02:30:44.526174,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,Top,Down,Vertical-Down,98.83,77.02,2,,02:30:44.526174,1.0,4.0,2,,102,1,4,1,14,2,73,2,0,0,0,4
2,73.0,,,,95.96,,2,Acute,02:30:43.465711,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,99.07,81.92,2,Right,02:30:43.465711,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,96.51,,2,Acute,02:30:42.385671,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,90.0,Top,Down,Vertical-Down,98.81,79.28,2,Right,02:30:42.385671,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,96.93,,2,Acute,02:30:41.318222,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,,,,98.87,82.3,2,,02:30:41.318222,,,3,,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,97.1,,2,Acute,02:30:40.248457,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,79.0,Top,Down,Vertical-Down,99.09,79.83,2,Acute,02:30:40.248457,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,75.0,,,,97.85,,2,Acute,02:30:39.149208,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,98.0,Top,Down,Vertical-Down,98.65,82.12,2,Right,02:30:39.149208,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,96.54,,2,Acute,02:30:38.091487,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,92.0,Top,Down,Vertical-Down,98.83,75.11,2,Right,02:30:38.091487,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,95.52,,2,Acute,02:30:37.030002,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,82.0,Top,Down,Vertical-Down,99.14,73.74,2,Acute,02:30:37.030002,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,69.0,,,,97.41,,2,Acute,02:30:35.963219,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,98.0,,,,99.08,78.01,2,Right,02:30:35.963219,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,96.71,,2,Acute,02:30:34.896402,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Top,Down,Vertical-Down,98.87,78.13,2,Right,02:30:34.896402,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,97.08,,2,Acute,02:30:33.831232,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,94.0,Top,Down,Vertical-Down,99.03,83.53,2,Right,02:30:33.831232,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,80.0,,,,97.8,,2,Acute,02:30:32.753371,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.95,81.54,2,Right,02:30:32.753371,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,79.0,,,,96.75,,2,Acute,02:30:31.664530,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,86.0,Top,Down,Vertical-Down,99.09,82.78,2,Right,02:30:31.664530,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,97.25,,2,Acute,02:30:30.595706,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,98.0,,,,98.87,82.04,2,Right,02:30:30.595706,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,73.0,,,,96.64,,2,Acute,02:30:29.554152,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,91.0,Top,Down,Vertical-Down,98.7,70.17,2,Right,02:30:29.554152,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,96.08,,2,Acute,02:30:28.472615,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,,,,98.6,77.93,2,Right,02:30:28.472615,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,96.07,,2,Acute,02:30:27.408920,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Top,Down,Vertical-Down,98.73,73.4,2,Right,02:30:27.408920,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,92.56,,2,Acute,02:30:26.334527,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,97.0,Side,Right,Horizontal-Right,98.96,71.43,2,Right,02:30:26.334527,2.0,2.0,1,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,94.64,,2,Acute,02:30:25.278112,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,97.0,Top,Down,Vertical-Down,98.61,84.21,2,Right,02:30:25.278112,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,69.0,,,,95.27,,2,Acute,02:30:24.219769,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,83.0,Top,Down,Vertical-Down,98.79,80.26,2,Acute,02:30:24.219769,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,96.03,,2,Acute,02:30:23.132461,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Top,Down,Vertical-Down,98.55,78.92,2,Right,02:30:23.132461,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,96.91,,2,Acute,02:30:22.070736,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,91.0,Top,Down,Vertical-Down,98.91,87.58,2,Right,02:30:22.070736,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,97.53,,2,Acute,02:30:21.008848,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,83.0,,,,98.71,83.87,2,Acute,02:30:21.008848,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,97.41,,2,Acute,02:30:19.938081,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Top,Down,Vertical-Down,98.72,77.82,2,Right,02:30:19.938081,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,94.76,,2,Acute,02:30:18.873355,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,87.0,,,,99.1,79.49,2,Right,02:30:18.873355,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,73.0,,,,97.38,,2,Acute,02:30:17.829789,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,80.0,Top,Down,Vertical-Down,98.87,71.63,2,Acute,02:30:17.829789,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,90.93,,2,Acute,02:30:16.762139,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,99.0,Top,Down,Vertical-Down,98.76,76.16,2,Right,02:30:16.762139,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,97.62,,2,Acute,02:30:15.678144,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,Side,Left,Horizontal-Left,98.65,70.56,2,,02:30:15.678144,2.0,1.0,0,,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,96.64,,2,Acute,02:30:14.606116,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,96.0,Side,Right,Horizontal-Right,98.92,88.33,2,Right,02:30:14.606116,2.0,2.0,1,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,95.65,,2,Acute,02:30:13.558117,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,90.0,Top,Down,Vertical-Down,98.9,82.97,2,Right,02:30:13.558117,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,96.82,,2,Acute,02:30:12.516341,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,86.0,Top,Down,Vertical-Down,98.92,77.69,2,Right,02:30:12.516341,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,69.0,,,,97.37,,2,Acute,02:30:11.441837,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,92.0,Top,Down,Vertical-Down,99.12,74.05,2,Right,02:30:11.441837,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,94.83,,2,Acute,02:30:10.386106,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,,,,98.81,78.37,2,Right,02:30:10.386106,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,95.04,,2,Acute,02:30:09.326103,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,87.0,Top,Down,Vertical-Down,98.68,71.57,2,Right,02:30:09.326103,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,96.5,,2,Acute,02:30:08.259913,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,89.0,Top,Down,Vertical-Down,98.77,68.86,2,Right,02:30:08.259913,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,94.89,,2,Acute,02:30:07.185123,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,99.0,,,,99.0,84.74,2,Right,02:30:07.185123,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,62.0,,,,95.29,,2,Acute,02:30:06.114812,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,95.0,Top,Down,Vertical-Down,99.01,76.47,2,Right,02:30:06.114812,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,95.95,,2,Acute,02:30:05.057638,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,96.0,,,,98.92,87.52,2,Right,02:30:05.057638,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,69.0,,,,97.27,,2,Acute,02:30:03.980522,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,81.0,Top,Down,Vertical-Down,99.17,80.91,2,Acute,02:30:03.980522,1.0,4.0,2,4.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,96.84,,2,Acute,02:30:02.906123,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,95.0,Top,Down,Vertical-Down,99.0,72.34,2,Right,02:30:02.906123,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,71.0,,,,96.41,,2,Acute,02:30:01.856399,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,Top,Down,Vertical-Down,99.01,74.25,2,Right,02:30:01.856399,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,96.01,,2,Acute,02:30:00.769492,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,94.0,,,,98.79,85.08,2,Right,02:30:00.769492,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,77.0,,,,96.24,,2,Acute,02:29:59.684931,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,Top,Down,Vertical-Down,99.03,73.7,2,Right,02:29:59.684931,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,94.23,,2,Acute,02:29:58.622026,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,88.0,Top,Down,Vertical-Down,98.7,71.66,2,Right,02:29:58.622026,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,67.0,,,,97.14,,2,Acute,02:29:57.555781,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,96.0,Top,Down,Vertical-Down,98.78,79.79,2,Right,02:29:57.555781,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,98.45,,2,Acute,02:29:56.492982,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,,,,98.95,88.48,2,Right,02:29:56.492982,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,68.0,,,,98.09,,2,Acute,02:29:55.410177,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,86.0,,,,98.85,76.28,2,Right,02:29:55.410177,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,64.0,,,,96.87,,2,Acute,02:29:54.354150,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,97.0,,,,98.7,79.08,2,Right,02:29:54.354150,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,70.0,,,,93.17,,2,Acute,02:29:53.263065,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,85.0,Top,Down,Vertical-Down,99.13,85.45,2,,02:29:53.263065,1.0,4.0,2,,102,1,4,1,14,2,73,2,0,0,0,4
2,63.0,,,,97.34,,2,Acute,02:29:52.206107,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,87.0,Top,Down,Vertical-Down,98.9,82.94,2,Right,02:29:52.206107,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,63.0,,,,96.68,,2,Acute,02:29:51.140466,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,85.0,Top,Down,Vertical-Down,98.96,79.65,2,,02:29:51.140466,1.0,4.0,2,,102,1,4,1,14,2,73,2,0,0,0,4
2,73.0,,,,96.43,,2,Acute,02:29:50.093077,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,,,,99.03,75.48,2,Right,02:29:50.093077,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,71.0,,,,97.77,,2,Acute,02:29:49.040573,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,,,,98.87,75.36,2,Right,02:29:49.040573,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,96.8,,2,Acute,02:29:47.986099,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,91.0,,,,98.76,84.77,2,Right,02:29:47.986099,,,3,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,65.0,,,,97.73,,2,Acute,02:29:46.922735,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,,Top,Down,Vertical-Down,99.11,83.17,2,,02:29:46.922735,1.0,4.0,2,,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,97.32,,2,Acute,02:29:45.821667,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,86.0,Top,Down,Vertical-Down,98.93,82.77,2,Right,02:29:45.821667,1.0,4.0,2,2.0,102,1,4,1,14,2,73,2,0,0,0,4
2,66.0,,,,97.39,,2,Acute,02:29:44.748192,,,3,4.0,102,1,4,1,14,2,73,2,0,0,0,4
1,93.0,Side,Right,Horizontal-Right,99.01,73.7,2,Right,02:29:44.748192,2.0,2.0,1,2.0,102,1,4,1,14,2,73,2,0,0,0,4
