box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1
1,49.0,Side,Right,Horizontal-Right,99.49,98.69,1,Straight,21:43:49.818079,2.0,2.0,1,3.0,48,1,2,2,22,4
1,52.0,Side,Right,Horizontal-Right,99.61,98.23,1,Acute,21:43:48.784064,2.0,2.0,1,4.0,48,1,2,2,22,4
1,52.0,Side,Right,Horizontal-Right,99.37,98.57,1,Acute,21:43:47.750635,2.0,2.0,1,4.0,48,1,2,2,22,4
1,50.0,Side,Left,Horizontal-Left,99.62,97.91,1,,21:43:46.717808,2.0,1.0,0,,48,1,2,2,22,4
1,51.0,Side,Right,Horizontal-Right,99.53,98.39,1,Acute,21:43:45.688926,2.0,2.0,1,4.0,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.52,98.58,1,,21:43:44.658491,2.0,2.0,1,,48,1,2,2,22,4
1,62.0,Side,Left,Horizontal-Left,99.42,98.05,1,Acute,21:43:43.628453,2.0,1.0,0,4.0,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.64,98.8,1,,21:43:42.604860,2.0,2.0,1,,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.69,98.38,1,,21:43:41.577159,2.0,2.0,1,,48,1,2,2,22,4
1,61.0,Side,Right,Horizontal-Right,99.63,97.23,1,Acute,21:43:40.549614,2.0,2.0,1,4.0,48,1,2,2,22,4
1,52.0,Side,Right,Horizontal-Right,99.54,97.66,1,Acute,21:43:39.527948,2.0,2.0,1,4.0,48,1,2,2,22,4
1,51.0,Side,Right,Horizontal-Right,99.49,98.28,1,Acute,21:43:38.494318,2.0,2.0,1,4.0,48,1,2,2,22,4
1,52.0,Side,Right,Horizontal-Right,99.59,98.67,1,Acute,21:43:37.468978,2.0,2.0,1,4.0,48,1,2,2,22,4
1,52.0,Side,Right,Horizontal-Right,99.43,97.04,1,Acute,21:43:36.443878,2.0,2.0,1,4.0,48,1,2,2,22,4
1,52.0,Side,Right,Horizontal-Right,99.46,97.99,1,Acute,21:43:35.417830,2.0,2.0,1,4.0,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.56,98.08,1,,21:43:34.388046,2.0,2.0,1,,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.44,98.52,1,,21:43:33.357401,2.0,2.0,1,,48,1,2,2,22,4
1,50.0,Side,Left,Horizontal-Left,99.48,98.39,1,,21:43:32.336185,2.0,1.0,0,,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.55,98.32,1,,21:43:31.298027,2.0,2.0,1,,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.54,98.18,1,,21:43:30.265560,2.0,2.0,1,,48,1,2,2,22,4
1,50.0,Side,Right,Horizontal-Right,99.15,98.94,1,,21:43:29.238046,2.0,2.0,1,,48,1,2,2,22,4
