box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1
1,31,,,,82.38,81.95,1,,20:58:16.356315,,,2,,45,1,0,0,0,4
1,33,,,,81.71,83.87,1,,20:58:15.290680,,,2,,45,1,0,0,0,4
1,27,,,,84.98,84.18,1,,20:58:14.186688,,,2,,45,1,0,0,0,4
1,25,,,,84.18,74.76,1,,20:58:13.135688,,,2,,45,1,0,0,0,4
1,29,,,,79.23,82.55,1,,20:58:12.078689,,,2,,45,1,0,0,0,4
1,31,,,,84.23,85.48,1,,20:58:11.034693,,,2,,45,1,0,0,0,4
1,25,,,,82.07,83.09,1,,20:58:10.001750,,,2,,45,1,0,0,0,4
1,31,,,,77.63,84.33,1,,20:58:08.946685,,,2,,45,1,0,0,0,4
1,25,,,,82.77,85.15,1,,20:58:07.900016,,,2,,45,1,0,0,0,4
1,28,,,,85.51,81.88,1,,20:58:06.854228,,,2,,45,1,0,0,0,4
1,30,,,,84.27,79.32,1,,20:58:05.806696,,,2,,45,1,0,0,0,4
1,25,,,,86.29,81.61,1,,20:58:04.766639,,,2,,45,1,0,0,0,4
1,30,,,,81.82,85.11,1,,20:58:03.708605,,,2,,45,1,0,0,0,4
1,34,,,,80.81,77.65,1,,20:58:02.669993,,,2,,45,1,0,0,0,4
1,26,,,,79.82,89.69,1,,20:58:01.626010,,,2,,45,1,0,0,0,4
1,31,,,,81.74,79.09,1,,20:58:00.578673,,,2,,45,1,0,0,0,4
1,35,,,,81.92,82.96,1,,20:57:59.516812,,,2,,45,1,0,0,0,4
1,29,,,,79.9,73.79,1,,20:57:58.481240,,,2,,45,1,0,0,0,4
1,32,,,,71.97,73.56,1,,20:57:57.441803,,,2,,45,1,0,0,0,4
1,32,,,,87.42,82.81,1,,20:57:56.382722,,,2,,45,1,0,0,0,4
1,26,,,,82.21,88.04,1,,20:57:55.340207,,,2,,45,1,0,0,0,4
1,31,,,,70.8,82.89,1,,20:57:54.290749,,,2,,45,1,0,0,0,4
1,31,Side,Left,Horizontal-Left,78.64,79.33,1,,20:57:53.242394,2.0,1.0,0,,45,1,0,0,0,4
1,28,,,,80.17,89.6,1,,20:57:52.186466,,,2,,45,1,0,0,0,4
1,31,,,,86.26,83.95,1,,20:57:51.142019,,,2,,45,1,0,0,0,4
1,30,,,,81.65,81.15,1,,20:57:50.098649,,,2,,45,1,0,0,0,4
1,25,,,,86.37,78.29,1,,20:57:49.054286,,,2,,45,1,0,0,0,4
1,27,,,,79.85,77.92,1,,20:57:48.002504,,,2,,45,1,0,0,0,4
1,31,,,,74.48,77.52,1,,20:57:46.966690,,,2,,45,1,0,0,0,4
1,31,,,,87.71,73.75,1,,20:57:45.918691,,,2,,45,1,0,0,0,4
1,27,,,,79.92,77.21,1,,20:57:44.864769,,,2,,45,1,0,0,0,4
1,30,,,,84.17,83.55,1,,20:57:43.822669,,,2,,45,1,0,0,0,4
1,31,,,,82.88,80.82,1,,20:57:42.781548,,,2,,45,1,0,0,0,4
1,29,,,,80.64,81.66,1,,20:57:41.730726,,,2,,45,1,0,0,0,4
1,29,,,,82.1,84.07,1,,20:57:40.678652,,,2,,45,1,0,0,0,4
1,27,,,,87.64,75.19,1,,20:57:39.638240,,,2,,45,1,0,0,0,4
1,29,,,,77.97,82.68,1,,20:57:38.586676,,,2,,45,1,0,0,0,4
1,31,,,,83.14,76.34,1,,20:57:37.538665,,,2,,45,1,0,0,0,4
1,33,,,,87.61,74.82,1,,20:57:36.491897,,,2,,45,1,0,0,0,4
1,31,Side,Right,Horizontal-Right,82.78,70.04,1,,20:57:35.441226,2.0,2.0,1,,45,1,0,0,0,4
1,30,,,,83.58,84.46,1,,20:57:34.393223,,,2,,45,1,0,0,0,4
1,28,,,,75.36,77.41,1,,20:57:33.345297,,,2,,45,1,0,0,0,4
1,27,,,,76.69,81.07,1,,20:57:32.298650,,,2,,45,1,0,0,0,4
1,30,,,,75.38,86.87,1,,20:57:31.248151,,,2,,45,1,0,0,0,4
1,24,,,,73.01,67.95,1,,20:57:30.200916,,,2,,45,1,0,0,0,4
1,31,,,,80.23,82.92,1,,20:57:29.158628,,,2,,45,1,0,0,0,4
1,27,,,,79.07,80.82,1,,20:57:28.113776,,,2,,45,1,0,0,0,4
1,28,,,,78.05,83.59,1,,20:57:27.060365,,,2,,45,1,0,0,0,4
1,29,,,,79.75,77.83,1,,20:57:26.020987,,,2,,45,1,0,0,0,4
1,25,,,,80.21,80.02,1,,20:57:24.974215,,,2,,45,1,0,0,0,4
1,31,,,,73.49,86.9,1,,20:57:23.942270,,,2,,45,1,0,0,0,4
1,32,,,,78.85,88.21,1,,20:57:22.900789,,,2,,45,1,0,0,0,4
1,25,Side,Right,Horizontal-Right,80.89,80.86,1,,20:57:21.840571,2.0,2.0,1,,45,1,0,0,0,4
1,30,,,,82.84,80.97,1,,20:57:20.803898,,,2,,45,1,0,0,0,4
1,28,,,,83.14,80.19,1,,20:57:19.758595,,,2,,45,1,0,0,0,4
1,31,,,,79.87,80.83,1,,20:57:18.712542,,,2,,45,1,0,0,0,4
1,32,,,,69.66,81.19,1,,20:57:17.658710,,,2,,45,1,0,0,0,4
1,31,Side,Right,Horizontal-Right,87.87,85.65,1,,20:57:16.618679,2.0,2.0,1,,45,1,0,0,0,4
1,32,,,,78.43,82.09,1,,20:57:15.557021,,,2,,45,1,0,0,0,4
1,30,Side,Left,Horizontal-Left,80.26,75.61,1,,20:57:14.495834,2.0,1.0,0,,45,1,0,0,0,4
1,27,,,,73.94,77.88,1,,20:57:13.462400,,,2,,45,1,0,0,0,4
1,26,,,,78.58,72.16,1,,20:57:12.416794,,,2,,45,1,0,0,0,4
1,35,,,,74.35,77.72,1,,20:57:11.355966,,,2,,45,1,0,0,0,4
1,27,,,,76.33,81.27,1,,20:57:10.312004,,,2,,45,1,0,0,0,4
1,28,Side,Left,Horizontal-Left,82.54,85.02,1,,20:57:09.258675,2.0,1.0,0,,45,1,0,0,0,4
1,27,,,,81.34,82.43,1,,20:57:08.202700,,,2,,45,1,0,0,0,4
1,32,,,,74.8,80.45,1,,20:57:07.146217,,,2,,45,1,0,0,0,4
1,29,,,,81.43,84.25,1,,20:57:06.106546,,,2,,45,1,0,0,0,4
1,31,,,,77.05,83.6,1,,20:57:05.050703,,,2,,45,1,0,0,0,4
1,32,,,,83.22,75.15,1,,20:57:03.992931,,,2,,45,1,0,0,0,4
1,26,,,,77.91,80.43,1,,20:57:02.968251,,,2,,45,1,0,0,0,4
1,26,,,,77.77,85.66,1,,20:57:01.908521,,,2,,45,1,0,0,0,4
1,26,,,,75.79,83.02,1,,20:57:00.857158,,,2,,45,1,0,0,0,4
1,26,,,,80.66,84.4,1,,20:56:59.806203,,,2,,45,1,0,0,0,4
1,27,,,,73.15,75.51,1,,20:56:58.776546,,,2,,45,1,0,0,0,4
1,31,,,,78.29,83.65,1,,20:56:57.730576,,,2,,45,1,0,0,0,4
1,31,,,,82.73,75.12,1,,20:56:56.685224,,,2,,45,1,0,0,0,4
1,31,,,,74.62,87.16,1,,20:56:55.625386,,,2,,45,1,0,0,0,4
1,26,Side,Left,Horizontal-Left,81.51,86.57,1,,20:56:54.558379,2.0,1.0,0,,45,1,0,0,0,4
1,26,,,,81.37,83.57,1,,20:56:53.493018,,,2,,45,1,0,0,0,4
1,32,,,,77.38,84.27,1,,20:56:52.437027,,,2,,45,1,0,0,0,4
1,31,,,,72.47,79.57,1,,20:56:51.397611,,,2,,45,1,0,0,0,4
1,31,,,,81.39,90.13,1,,20:56:50.369131,,,2,,45,1,0,0,0,4
1,28,,,,80.31,81.99,1,,20:56:49.309208,,,2,,45,1,0,0,0,4
1,35,,,,82.02,78.93,1,,20:56:48.258676,,,2,,45,1,0,0,0,4
1,27,,,,83.52,79.15,1,,20:56:47.221848,,,2,,45,1,0,0,0,4
1,31,,,,87.37,77.74,1,,20:56:46.176358,,,2,,45,1,0,0,0,4
1,32,,,,77.9,83.98,1,,20:56:45.131777,,,2,,45,1,0,0,0,4
1,33,,,,72.58,79.28,1,,20:56:44.074563,,,2,,45,1,0,0,0,4
1,30,,,,81.08,89.73,1,,20:56:43.031996,,,2,,45,1,0,0,0,4
1,29,,,,85.95,81.67,1,,20:56:41.989592,,,2,,45,1,0,0,0,4
1,30,,,,81.21,85.44,1,,20:56:40.946317,,,2,,45,1,0,0,0,4
1,27,,,,85.0,81.93,1,,20:56:39.899982,,,2,,45,1,0,0,0,4
1,33,,,,89.04,84.39,1,,20:56:38.840618,,,2,,45,1,0,0,0,4
1,31,,,,71.1,85.11,1,,20:56:37.802094,,,2,,45,1,0,0,0,4
1,30,Side,Left,Horizontal-Left,88.15,82.48,1,,20:56:36.762653,2.0,1.0,0,,45,1,0,0,0,4
1,31,,,,80.76,77.08,1,,20:56:35.709989,,,2,,45,1,0,0,0,4
1,28,,,,76.49,81.16,1,,20:56:34.663337,,,2,,45,1,0,0,0,4
1,27,,,,81.41,82.13,1,,20:56:33.614655,,,2,,45,1,0,0,0,4
1,31,,,,82.61,83.41,1,,20:56:32.572338,,,2,,45,1,0,0,0,4
1,26,,,,82.2,82.27,1,,20:56:31.528269,,,2,,45,1,0,0,0,4
1,31,,,,74.83,80.15,1,,20:56:30.505819,,,2,,45,1,0,0,0,4
1,31,,,,81.69,84.49,1,,20:56:29.454683,,,2,,45,1,0,0,0,4
1,32,,,,84.19,84.6,1,,20:56:28.404579,,,2,,45,1,0,0,0,4
1,30,,,,71.36,83.16,1,,20:56:27.355979,,,2,,45,1,0,0,0,4
1,30,,,,86.17,87.09,1,,20:56:26.313124,,,2,,45,1,0,0,0,4
1,26,,,,81.24,85.19,1,,20:56:25.270673,,,2,,45,1,0,0,0,4
1,31,,,,75.63,86.08,1,,20:56:24.221103,,,2,,45,1,0,0,0,4
1,30,,,,82.47,74.38,1,,20:56:23.172297,,,2,,45,1,0,0,0,4
1,31,,,,81.03,86.82,1,,20:56:22.118704,,,2,,45,1,0,0,0,4
1,32,,,,85.3,85.84,1,,20:56:21.060204,,,2,,45,1,0,0,0,4
1,32,,,,84.22,79.4,1,,20:56:20.012820,,,2,,45,1,0,0,0,4
1,36,,,,75.09,86.33,1,,20:56:18.959995,,,2,,45,1,0,0,0,4
1,31,,,,73.39,78.62,1,,20:56:17.910383,,,2,,45,1,0,0,0,4
1,30,,,,75.55,83.76,1,,20:56:16.858682,,,2,,45,1,0,0,0,4
1,31,,,,80.35,80.76,1,,20:56:15.806536,,,2,,45,1,0,0,0,4
1,31,,,,85.13,80.4,1,,20:56:14.772290,,,2,,45,1,0,0,0,4
1,32,,,,86.27,70.44,1,,20:56:13.698690,,,2,,45,1,0,0,0,4
1,31,,,,83.48,84.39,1,,20:56:12.640181,,,2,,45,1,0,0,0,4
1,30,,,,82.62,80.69,1,,20:56:11.582628,,,2,,45,1,0,0,0,4
1,31,,,,82.58,77.52,1,,20:56:10.527966,,,2,,45,1,0,0,0,4
1,30,,,,84.4,82.84,1,,20:56:09.476061,,,2,,45,1,0,0,0,4
1,32,,,,77.12,82.9,1,,20:56:08.424466,,,2,,45,1,0,0,0,4
1,26,,,,81.44,76.85,1,,20:56:07.375695,,,2,,45,1,0,0,0,4
1,29,,,,81.38,74.27,1,,20:56:06.322699,,,2,,45,1,0,0,0,4
1,31,Side,Left,Horizontal-Left,82.6,87.96,1,,20:56:05.264065,2.0,1.0,0,,45,1,0,0,0,4
1,30,,,,80.2,79.6,1,,20:56:04.217664,,,2,,45,1,0,0,0,4
1,25,,,,73.46,82.92,1,,20:56:03.162000,,,2,,45,1,0,0,0,4
1,28,,,,77.11,88.43,1,,20:56:02.118652,,,2,,45,1,0,0,0,4
1,31,,,,81.58,80.38,1,,20:56:01.070243,,,2,,45,1,0,0,0,4
1,32,,,,82.85,85.85,1,,20:56:00.026619,,,2,,45,1,0,0,0,4
