box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode
1,106.0,Side,Right,Horizontal-Right,99.03,95.01,1,Obtuse,20:42:56.488742,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.83,95.03,1,Obtuse,20:42:55.447809,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.75,95.93,1,Obtuse,20:42:54.403796,2.0,2,1,1.0
1,106.0,,,,98.79,95.23,1,Obtuse,20:42:53.355742,,,4,1.0
1,106.0,,,,99.06,94.97,1,Obtuse,20:42:52.322664,,,4,1.0
1,105.0,Side,Left,Horizontal-Left,98.96,94.25,1,Obtuse,20:42:51.278395,2.0,1,0,1.0
1,102.0,Side,Right,Horizontal-Right,98.68,94.32,1,Obtuse,20:42:50.234698,2.0,2,1,1.0
1,104.0,,,,98.86,94.59,1,Obtuse,20:42:49.198630,,,4,1.0
1,106.0,,,,98.13,94.41,1,Obtuse,20:42:48.161868,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.72,95.17,1,Obtuse,20:42:47.116478,2.0,2,1,1.0
1,106.0,,,,98.67,94.6,1,Obtuse,20:42:46.074448,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.04,96.48,1,Obtuse,20:42:45.016320,2.0,1,0,1.0
1,106.0,,,,99.27,96.18,1,Obtuse,20:42:43.972917,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.91,94.69,1,Obtuse,20:42:42.929865,2.0,2,1,1.0
1,105.0,,,,98.46,95.07,1,Obtuse,20:42:41.892182,,,4,1.0
1,106.0,,,,98.86,95.22,1,Obtuse,20:42:40.855713,,,4,1.0
1,105.0,,,,99.07,95.12,1,Obtuse,20:42:39.810682,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.67,95.91,1,Obtuse,20:42:38.768423,2.0,2,1,1.0
1,103.0,Side,Left,Horizontal-Left,98.93,94.74,1,Obtuse,20:42:37.734216,2.0,1,0,1.0
1,107.0,,,,98.99,94.96,1,Obtuse,20:42:36.688438,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.96,93.58,1,Obtuse,20:42:35.639627,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.86,94.85,1,Obtuse,20:42:34.586789,2.0,2,1,1.0
1,105.0,,,,99.15,94.76,1,Obtuse,20:42:33.541890,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.97,96.66,1,Obtuse,20:42:32.508265,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.12,95.55,1,Obtuse,20:42:31.473693,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,99.03,94.85,1,Obtuse,20:42:30.431926,2.0,2,1,1.0
1,104.0,,,,98.83,96.22,1,Obtuse,20:42:29.382693,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.04,96.43,1,Obtuse,20:42:28.350652,2.0,1,0,1.0
1,107.0,,,,98.97,94.96,1,Obtuse,20:42:27.302230,,,4,1.0
1,106.0,,,,98.61,95.24,1,Obtuse,20:42:26.252623,,,4,1.0
1,105.0,Side,Left,Horizontal-Left,99.05,95.61,1,Obtuse,20:42:25.212173,2.0,1,0,1.0
1,106.0,,,,98.53,96.51,1,Obtuse,20:42:24.170683,,,4,1.0
1,106.0,,,,99.13,93.34,1,Obtuse,20:42:23.112458,,,4,1.0
1,106.0,,,,98.8,93.96,1,Obtuse,20:42:22.067716,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.09,95.16,1,Obtuse,20:42:21.026573,2.0,2,1,1.0
1,105.0,,,,98.85,95.57,1,Obtuse,20:42:19.984766,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.55,91.8,1,Obtuse,20:42:18.950685,2.0,1,0,1.0
1,104.0,Side,Right,Horizontal-Right,99.05,93.15,1,Obtuse,20:42:17.913577,2.0,2,1,1.0
1,106.0,,,,99.1,92.78,1,Obtuse,20:42:16.872335,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.96,93.35,1,Obtuse,20:42:15.839997,2.0,1,0,1.0
1,105.0,Side,Left,Horizontal-Left,98.67,96.28,1,Obtuse,20:42:14.810308,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.07,94.23,1,Obtuse,20:42:13.772928,2.0,1,0,1.0
1,105.0,Side,Left,Horizontal-Left,98.86,93.29,1,Obtuse,20:42:12.738708,2.0,1,0,1.0
1,106.0,,,,98.82,93.04,1,Obtuse,20:42:11.692923,,,4,1.0
1,106.0,,,,98.72,94.39,1,Obtuse,20:42:10.665373,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,98.85,94.75,1,Obtuse,20:42:09.629393,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.89,93.3,1,Obtuse,20:42:08.590714,2.0,2,1,1.0
1,106.0,,,,98.75,94.03,1,Obtuse,20:42:07.552461,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.1,95.85,1,Obtuse,20:42:06.510685,2.0,1,0,1.0
1,106.0,,,,98.81,95.52,1,Obtuse,20:42:05.460665,,,4,1.0
1,106.0,,,,98.92,95.06,1,Obtuse,20:42:04.416133,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.1,92.88,1,Obtuse,20:42:03.365382,2.0,2,1,1.0
1,106.0,,,,98.81,92.01,1,Obtuse,20:42:02.333556,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.74,95.55,1,Obtuse,20:42:01.291738,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.13,93.71,1,Obtuse,20:42:00.253756,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.49,95.37,1,Obtuse,20:41:59.214722,2.0,2,1,1.0
1,104.0,Side,Left,Horizontal-Left,99.11,93.56,1,Obtuse,20:41:58.184707,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.73,94.72,1,Obtuse,20:41:57.144867,2.0,2,1,1.0
1,105.0,Side,Left,Horizontal-Left,98.87,93.81,1,Obtuse,20:41:56.101403,2.0,1,0,1.0
1,103.0,Side,Left,Horizontal-Left,99.35,94.75,1,Obtuse,20:41:55.052995,2.0,1,0,1.0
1,105.0,Side,Left,Horizontal-Left,98.98,95.34,1,Obtuse,20:41:54.017701,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.23,93.82,1,Obtuse,20:41:52.954688,2.0,1,0,1.0
1,105.0,Side,Right,Horizontal-Right,99.08,95.63,1,Obtuse,20:41:51.926718,2.0,2,1,1.0
1,104.0,Side,Right,Horizontal-Right,99.05,93.83,1,Obtuse,20:41:50.884608,2.0,2,1,1.0
1,106.0,,,,98.9,93.33,1,Obtuse,20:41:49.836917,,,4,1.0
1,105.0,,,,99.1,93.24,1,Obtuse,20:41:48.775994,,,4,1.0
1,105.0,,,,99.33,93.04,1,Obtuse,20:41:47.724369,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.82,94.74,1,Obtuse,20:41:46.681322,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,98.66,94.24,1,Obtuse,20:41:45.636657,2.0,1,0,1.0
1,105.0,Side,Right,Horizontal-Right,98.88,94.62,1,Obtuse,20:41:44.601861,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.92,94.24,1,Obtuse,20:41:43.571893,2.0,2,1,1.0
1,105.0,Side,Left,Horizontal-Left,98.94,95.02,1,Obtuse,20:41:42.510202,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,99.16,93.86,1,Obtuse,20:41:41.476831,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,99.1,93.45,1,Obtuse,20:41:40.453310,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,99.18,94.5,1,Obtuse,20:41:39.410684,2.0,2,1,1.0
1,106.0,,,,99.18,95.46,1,Obtuse,20:41:38.377446,,,4,1.0
1,106.0,,,,98.97,95.28,1,Obtuse,20:41:37.349164,,,4,1.0
1,105.0,,,,99.02,94.8,1,Obtuse,20:41:36.278113,,,4,1.0
1,107.0,Side,Right,Horizontal-Right,98.32,94.5,1,Obtuse,20:41:35.234528,2.0,2,1,1.0
1,104.0,,,,98.76,94.5,1,Obtuse,20:41:34.186305,,,4,1.0
1,106.0,,,,98.77,95.43,1,Obtuse,20:41:33.143753,,,4,1.0
1,106.0,,,,98.95,93.8,1,Obtuse,20:41:32.057136,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.16,93.65,1,Obtuse,20:41:31.004896,2.0,2,1,1.0
1,106.0,,,,98.81,94.49,1,Obtuse,20:41:29.950285,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.62,93.99,1,Obtuse,20:41:28.902683,2.0,2,1,1.0
1,105.0,Side,Left,Horizontal-Left,99.08,94.24,1,Obtuse,20:41:27.862713,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,98.89,93.65,1,Obtuse,20:41:26.817586,2.0,1,0,1.0
1,104.0,Side,Left,Horizontal-Left,98.98,95.39,1,Obtuse,20:41:25.774198,2.0,1,0,1.0
1,106.0,,,,98.17,95.16,1,Obtuse,20:41:24.757990,,,4,1.0
1,105.0,Side,Left,Horizontal-Left,99.04,93.11,1,Obtuse,20:41:23.726669,2.0,1,0,1.0
1,105.0,Side,Right,Horizontal-Right,98.79,94.34,1,Obtuse,20:41:22.686222,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.44,94.73,1,Obtuse,20:41:21.619376,2.0,2,1,1.0
1,105.0,Side,Left,Horizontal-Left,98.85,94.0,1,Obtuse,20:41:20.594707,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.2,93.44,1,Obtuse,20:41:19.559722,2.0,1,0,1.0
1,104.0,,,,98.99,93.92,1,Obtuse,20:41:18.518068,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.86,93.28,1,Obtuse,20:41:17.486684,2.0,1,0,1.0
1,106.0,,,,99.1,94.38,1,Obtuse,20:41:16.450639,,,4,1.0
1,106.0,,,,98.76,95.06,1,Obtuse,20:41:15.409802,,,4,1.0
1,105.0,Side,Left,Horizontal-Left,99.07,94.49,1,Obtuse,20:41:14.376896,2.0,1,0,1.0
1,105.0,,,,99.1,95.23,1,Obtuse,20:41:13.324442,,,4,1.0
1,106.0,,,,98.22,94.55,1,Obtuse,20:41:12.295962,,,4,1.0
1,105.0,,,,98.64,93.79,1,Obtuse,20:41:11.263335,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.73,93.43,1,Obtuse,20:41:10.205471,2.0,2,1,1.0
1,104.0,,,,98.85,95.34,1,Obtuse,20:41:09.166704,,,4,1.0
1,106.0,,,,98.81,93.83,1,Obtuse,20:41:08.110687,,,4,1.0
1,104.0,Side,Right,Horizontal-Right,99.14,95.38,1,Obtuse,20:41:07.082682,2.0,2,1,1.0
1,104.0,,,,98.9,92.67,1,Obtuse,20:41:06.045108,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.23,93.51,1,Obtuse,20:41:04.993504,2.0,1,0,1.0
1,105.0,Side,Left,Horizontal-Left,98.9,92.1,1,Obtuse,20:41:03.949402,2.0,1,0,1.0
1,105.0,,,,98.95,93.74,1,Obtuse,20:41:02.899889,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.0,95.8,1,Obtuse,20:41:01.857587,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.3,92.94,1,Obtuse,20:41:00.817401,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.71,94.32,1,Obtuse,20:40:59.758568,2.0,2,1,1.0
1,104.0,,,,99.01,95.7,1,Obtuse,20:40:58.726343,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.18,91.94,1,Obtuse,20:40:57.673373,2.0,2,1,1.0
1,106.0,,,,98.73,93.33,1,Obtuse,20:40:56.634123,,,4,1.0
1,103.0,,,,98.64,94.51,1,Obtuse,20:40:55.601983,,,4,1.0
1,106.0,,,,98.64,96.14,1,Obtuse,20:40:54.576629,,,4,1.0
1,104.0,Side,Right,Horizontal-Right,98.55,94.58,1,Obtuse,20:40:53.550700,2.0,2,1,1.0
1,106.0,Top,Up,Vertical-Up,98.95,92.89,1,Obtuse,20:40:52.517876,1.0,3,2,1.0
1,106.0,Top,Up,Vertical-Up,99.04,93.59,1,Obtuse,20:40:51.476959,1.0,3,2,1.0
1,104.0,,,,99.51,91.82,1,Obtuse,20:40:50.437274,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.96,94.06,1,Obtuse,20:40:49.402234,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,99.03,94.53,1,Obtuse,20:40:48.367698,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.93,94.93,1,Obtuse,20:40:47.328030,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,98.94,92.84,1,Obtuse,20:40:46.284822,2.0,1,0,1.0
1,106.0,,,,98.78,95.23,1,Obtuse,20:40:45.254625,,,4,1.0
1,106.0,,,,98.99,94.65,1,Obtuse,20:40:44.229035,,,4,1.0
1,103.0,,,,99.21,93.05,1,Obtuse,20:40:43.190644,,,4,1.0
1,107.0,Side,Left,Horizontal-Left,98.82,95.17,1,Obtuse,20:40:42.148318,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,98.49,93.23,1,Obtuse,20:40:41.102264,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.98,93.81,1,Obtuse,20:40:40.060091,2.0,2,1,1.0
1,105.0,Side,Right,Horizontal-Right,99.05,93.87,1,Obtuse,20:40:39.010269,2.0,2,1,1.0
1,106.0,,,,98.83,95.03,1,Obtuse,20:40:37.967909,,,4,1.0
1,105.0,,,,99.52,95.44,1,Obtuse,20:40:36.918740,,,4,1.0
1,106.0,,,,99.14,93.88,1,Obtuse,20:40:35.878415,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.05,94.0,1,Obtuse,20:40:34.832109,2.0,1,0,1.0
1,105.0,Side,Right,Horizontal-Right,99.07,95.54,1,Obtuse,20:40:33.794676,2.0,2,1,1.0
1,106.0,,,,99.04,94.27,1,Obtuse,20:40:32.754639,,,4,1.0
1,104.0,,,,99.1,94.73,1,Obtuse,20:40:31.709147,,,4,1.0
1,106.0,,,,99.19,94.54,1,Obtuse,20:40:30.674667,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.03,96.09,1,Obtuse,20:40:29.637983,2.0,2,1,1.0
1,103.0,Side,Right,Horizontal-Right,98.77,95.24,1,Obtuse,20:40:28.589219,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.74,95.5,1,Obtuse,20:40:27.538638,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,98.89,92.86,1,Obtuse,20:40:26.498066,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.84,94.27,1,Obtuse,20:40:25.449868,2.0,2,1,1.0
1,106.0,,,,98.93,95.75,1,Obtuse,20:40:24.400841,,,4,1.0
1,107.0,,,,98.98,94.88,1,Obtuse,20:40:23.365831,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,98.85,95.34,1,Obtuse,20:40:22.322279,2.0,2,1,1.0
1,103.0,Top,left,Vertical-left,98.97,95.23,1,Obtuse,20:40:21.276901,1.0,left,3,1.0
1,106.0,Side,Left,Horizontal-Left,98.85,94.84,1,Obtuse,20:40:20.229013,2.0,1,0,1.0
1,105.0,Side,Left,Horizontal-Left,98.96,94.63,1,Obtuse,20:40:19.180811,2.0,1,0,1.0
1,104.0,Side,Left,Horizontal-Left,98.9,95.32,1,Obtuse,20:40:18.134666,2.0,1,0,1.0
1,103.0,Side,Right,Horizontal-Right,98.44,92.94,1,Obtuse,20:40:17.090291,2.0,2,1,1.0
1,105.0,Side,Left,Horizontal-Left,98.89,94.35,1,Obtuse,20:40:16.056828,2.0,1,0,1.0
1,106.0,,,,98.86,94.58,1,Obtuse,20:40:15.014527,,,4,1.0
1,106.0,,,,98.54,94.06,1,Obtuse,20:40:13.981028,,,4,1.0
1,106.0,,,,98.95,95.75,1,Obtuse,20:40:12.955955,,,4,1.0
1,104.0,,,,99.11,95.04,1,Obtuse,20:40:11.926662,,,4,1.0
1,104.0,Side,Left,Horizontal-Left,98.96,93.13,1,Obtuse,20:40:10.886698,2.0,1,0,1.0
1,106.0,,,,98.8,95.14,1,Obtuse,20:40:09.844396,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.01,92.15,1,Obtuse,20:40:08.794662,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,99.01,95.46,1,Obtuse,20:40:07.751981,2.0,2,1,1.0
1,106.0,,,,99.32,95.66,1,Obtuse,20:40:06.718098,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.98,92.41,1,Obtuse,20:40:05.678512,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,98.74,95.51,1,Obtuse,20:40:04.640740,2.0,1,0,1.0
1,104.0,Side,Right,Horizontal-Right,99.23,93.25,1,Obtuse,20:40:03.615838,2.0,2,1,1.0
1,106.0,Top,Up,Vertical-Up,99.24,93.94,1,Obtuse,20:40:02.566664,1.0,3,2,1.0
1,103.0,,,,99.0,95.25,1,Obtuse,20:40:01.534453,,,4,1.0
1,106.0,,,,99.08,94.99,1,Obtuse,20:40:00.493771,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.26,95.31,1,Obtuse,20:39:59.460786,2.0,1,0,1.0
1,104.0,Side,Right,Horizontal-Right,99.25,93.22,1,Obtuse,20:39:58.440139,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.69,93.67,1,Obtuse,20:39:57.406705,2.0,2,1,1.0
1,107.0,,,,98.74,94.06,1,Obtuse,20:39:56.356285,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.68,93.63,1,Obtuse,20:39:55.326656,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.91,94.69,1,Obtuse,20:39:54.288596,2.0,2,1,1.0
1,105.0,,,,98.83,94.85,1,Obtuse,20:39:53.249598,,,4,1.0
1,106.0,,,,99.08,94.78,1,Obtuse,20:39:52.236307,,,4,1.0
1,103.0,Side,Left,Horizontal-Left,98.87,95.66,1,Obtuse,20:39:51.185347,2.0,1,0,1.0
1,105.0,,,,99.17,94.05,1,Obtuse,20:39:50.150682,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,99.11,93.68,1,Obtuse,20:39:49.117575,2.0,2,1,1.0
1,105.0,Side,Right,Horizontal-Right,99.06,94.96,1,Obtuse,20:39:48.086676,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.94,94.69,1,Obtuse,20:39:47.052708,2.0,2,1,1.0
1,104.0,,,,98.79,96.43,1,Obtuse,20:39:46.012899,,,4,1.0
1,104.0,,,,98.96,93.6,1,Obtuse,20:39:44.968758,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,99.08,94.11,1,Obtuse,20:39:43.930619,2.0,2,1,1.0
1,105.0,,,,98.81,92.9,1,Obtuse,20:39:42.884007,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,98.69,94.37,1,Obtuse,20:39:41.844878,2.0,2,1,1.0
1,106.0,,,,98.91,95.57,1,Obtuse,20:39:40.810672,,,4,1.0
1,106.0,,,,98.7,90.61,1,Obtuse,20:39:39.760179,,,4,1.0
1,105.0,,,,99.1,94.69,1,Obtuse,20:39:38.733663,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,99.22,94.17,1,Obtuse,20:39:37.676041,2.0,2,1,1.0
1,105.0,,,,98.86,94.03,1,Obtuse,20:39:36.648486,,,4,1.0
1,106.0,,,,98.86,94.19,1,Obtuse,20:39:35.620656,,,4,1.0
1,104.0,,,,98.48,95.18,1,Obtuse,20:39:34.586503,,,4,1.0
1,106.0,,,,99.17,94.03,1,Obtuse,20:39:33.564226,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.44,94.31,1,Obtuse,20:39:32.534182,2.0,1,0,1.0
1,107.0,,,,98.31,96.94,1,Obtuse,20:39:31.494445,,,4,1.0
1,105.0,Side,Right,Horizontal-Right,98.95,95.01,1,Obtuse,20:39:30.454089,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.82,93.29,1,Obtuse,20:39:29.416391,2.0,2,1,1.0
1,106.0,,,,98.78,94.6,1,Obtuse,20:39:28.362124,,,4,1.0
1,105.0,,,,98.75,94.74,1,Obtuse,20:39:27.318628,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.79,95.39,1,Obtuse,20:39:26.281417,2.0,1,0,1.0
1,103.0,Side,Left,Horizontal-Left,98.9,95.11,1,Obtuse,20:39:25.244199,2.0,1,0,1.0
1,106.0,,,,98.46,95.55,1,Obtuse,20:39:24.208850,,,4,1.0
1,106.0,,,,98.87,94.39,1,Obtuse,20:39:23.166643,,,4,1.0
1,106.0,,,,98.93,95.47,1,Obtuse,20:39:22.134101,,,4,1.0
1,105.0,,,,99.1,95.2,1,Obtuse,20:39:21.089385,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,98.39,96.21,1,Obtuse,20:39:20.038335,2.0,1,0,1.0
1,106.0,,,,98.95,95.68,1,Obtuse,20:39:18.991777,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.39,94.9,1,Obtuse,20:39:17.945636,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,98.79,95.05,1,Obtuse,20:39:16.902492,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,99.25,95.91,1,Obtuse,20:39:15.874154,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,99.17,94.21,1,Obtuse,20:39:14.840303,2.0,1,0,1.0
1,106.0,,,,98.82,95.82,1,Obtuse,20:39:13.794166,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,98.76,96.08,1,Obtuse,20:39:12.742662,2.0,2,1,1.0
1,103.0,Side,Right,Horizontal-Right,99.13,94.77,1,Obtuse,20:39:11.702317,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,99.04,95.5,1,Obtuse,20:39:10.672726,2.0,2,1,1.0
1,106.0,,,,99.3,95.01,1,Obtuse,20:39:09.636371,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.02,94.33,1,Obtuse,20:39:08.593230,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.84,95.56,1,Obtuse,20:39:07.542658,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,99.26,95.55,1,Obtuse,20:39:06.496274,2.0,2,1,1.0
1,106.0,,,,99.14,95.14,1,Obtuse,20:39:05.456556,,,4,1.0
1,106.0,,,,98.27,94.31,1,Obtuse,20:39:04.410660,,,4,1.0
1,105.0,,,,98.61,95.34,1,Obtuse,20:39:03.374575,,,4,1.0
1,106.0,,,,99.07,96.2,1,Obtuse,20:39:02.333479,,,4,1.0
1,106.0,Side,Right,Horizontal-Right,99.09,95.24,1,Obtuse,20:39:01.302621,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,98.95,95.95,1,Obtuse,20:39:00.252758,2.0,2,1,1.0
1,106.0,,,,99.04,94.6,1,Obtuse,20:38:59.214007,,,4,1.0
1,106.0,Side,Left,Horizontal-Left,99.07,94.5,1,Obtuse,20:38:58.166739,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.06,95.05,1,Obtuse,20:38:57.118654,2.0,1,0,1.0
1,103.0,Side,Left,Horizontal-Left,99.19,95.4,1,Obtuse,20:38:56.070106,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,98.61,93.32,1,Obtuse,20:38:55.037290,2.0,2,1,1.0
1,106.0,Side,Right,Horizontal-Right,99.26,94.76,1,Obtuse,20:38:54.019019,2.0,2,1,1.0
1,106.0,Side,Left,Horizontal-Left,99.03,93.74,1,Obtuse,20:38:52.985638,2.0,1,0,1.0
1,106.0,Side,Left,Horizontal-Left,99.03,94.41,1,Obtuse,20:38:51.941492,2.0,1,0,1.0
1,104.0,,,,99.0,95.52,1,Obtuse,20:38:50.896717,,,4,1.0
1,105.0,Side,Left,Horizontal-Left,98.93,95.88,1,Obtuse,20:38:49.860707,2.0,1,0,1.0
1,106.0,Side,Right,Horizontal-Right,99.01,95.22,1,Obtuse,20:38:48.820840,2.0,2,1,1.0
1,106.0,,,,98.99,94.52,1,Obtuse,20:38:47.789339,,,4,1.0
1,106.0,,,,99.2,95.17,1,Obtuse,20:38:46.765549,,,4,1.0
