box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1,angle_gt_2,box_number_gt_2,arrow_direction_gt_2,arrow_position_gt_2,orientation_type_gt_2,angle_type_type_gt_2,angle_gt_3,box_number_gt_3,arrow_direction_gt_3,arrow_position_gt_3,orientation_type_gt_3,angle_type_type_gt_3
3,120.0,,,,88.15,,3,Obtuse,02:55:15.847742,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,Side,Left,Horizontal-Left,95.72,57.74,3,Acute,02:55:15.847742,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Side,Right,Horizontal-Right,99.23,65.6,3,Right,02:55:15.847742,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,79.0,,,,79.46,,3,Acute,02:55:14.771933,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,99.0,,,,83.87,,3,Right,02:55:14.771933,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,63.0,Top,Down,Vertical-Down,99.55,65.92,3,Acute,02:55:14.771933,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,82.82,,3,Obtuse,02:55:13.677499,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,91.46,53.33,3,Acute,02:55:13.677499,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Side,Right,Horizontal-Right,99.44,66.7,3,Right,02:55:13.677499,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,64.77,,3,Obtuse,02:55:12.589732,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,92.94,,3,Acute,02:55:12.589732,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,81.0,Top,Down,Vertical-Down,99.3,70.67,3,Acute,02:55:12.589732,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,79.01,,3,Obtuse,02:55:11.472480,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,92.3,,3,Acute,02:55:11.472480,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Top,Down,Vertical-Down,99.46,79.17,3,Right,02:55:11.472480,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,121.0,,,,86.97,,3,Obtuse,02:55:10.386130,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.35,,3,Acute,02:55:10.386130,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,Side,Right,Horizontal-Right,99.48,71.18,3,Right,02:55:10.386130,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,85.63,,3,Obtuse,02:55:09.297985,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.49,,3,Acute,02:55:09.297985,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,102.0,Top,Down,Vertical-Down,99.56,70.13,3,Obtuse,02:55:09.297985,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,72.95,,3,Obtuse,02:55:08.225842,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,Side,Left,Horizontal-Left,93.01,53.84,3,Acute,02:55:08.225842,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,80.0,Top,Down,Vertical-Down,99.2,62.43,3,Acute,02:55:08.225842,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,104.0,,,,79.5,,3,Obtuse,02:55:07.124394,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.69,,3,Acute,02:55:07.124394,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,61.0,Top,Down,Vertical-Down,99.41,77.58,3,Acute,02:55:07.124394,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,78.85,,3,Obtuse,02:55:06.050124,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,96.13,61.09,3,Acute,02:55:06.050124,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,65.0,,,,99.35,65.09,3,Acute,02:55:06.050124,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,119.0,,,,85.35,,3,Obtuse,02:55:04.932614,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,90.58,,3,Acute,02:55:04.932614,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.41,76.72,3,Right,02:55:04.932614,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,85.0,,3,Obtuse,02:55:03.828935,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,90.16,,3,Acute,02:55:03.828935,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,141.0,Side,Left,Horizontal-Left,99.28,59.37,3,Straight,02:55:03.828935,2.0,1.0,0,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,101.0,,,,86.46,,3,Obtuse,02:55:02.644317,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,Side,Left,Horizontal-Left,89.35,53.31,3,Acute,02:55:02.644317,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,118.0,,,,99.37,54.48,3,Obtuse,02:55:02.644317,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,100.0,,,,66.06,,3,,02:55:01.548930,,,3,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,Side,Left,Horizontal-Left,91.43,56.61,3,Acute,02:55:01.548930,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,124.0,,,,99.37,60.29,3,Obtuse,02:55:01.548930,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,80.55,,3,Obtuse,02:55:00.377787,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,97.35,59.29,3,Acute,02:55:00.377787,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,108.0,Top,Down,Vertical-Down,99.29,68.97,3,Obtuse,02:55:00.377787,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,82.5,,3,Obtuse,02:54:59.310038,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.96,,3,Acute,02:54:59.310038,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,116.0,Side,Left,Horizontal-Left,99.46,60.34,3,Obtuse,02:54:59.310038,2.0,1.0,0,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,91.0,,,,82.66,,3,Right,02:54:58.209352,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,90.34,,3,Acute,02:54:58.209352,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,86.0,Top,Down,Vertical-Down,99.44,80.44,3,Right,02:54:58.209352,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,116.0,,,,83.03,,3,Obtuse,02:54:57.110346,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.15,,3,Acute,02:54:57.110346,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.32,77.9,3,Right,02:54:57.110346,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,104.0,,,,84.36,,3,Obtuse,02:54:56.025377,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,95.16,,3,Acute,02:54:56.025377,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,122.0,Side,Left,Horizontal-Left,99.44,50.52,3,Obtuse,02:54:56.025377,2.0,1.0,0,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,121.0,,,,76.33,,3,Obtuse,02:54:54.925815,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,95.08,,3,Acute,02:54:54.925815,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,74.0,Top,Down,Vertical-Down,99.52,66.53,3,Acute,02:54:54.925815,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,82.21,,3,Obtuse,02:54:53.801477,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.74,,3,Acute,02:54:53.801477,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,,Top,Down,Vertical-Down,99.19,73.38,3,,02:54:53.801477,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,86.0,,3,Obtuse,02:54:52.705452,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.32,,3,Acute,02:54:52.705452,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Side,Right,Horizontal-Right,99.29,68.66,3,Right,02:54:52.705452,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,77.33,,3,Obtuse,02:54:51.649450,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,92.71,,3,Acute,02:54:51.649450,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,76.0,Side,Right,Horizontal-Right,99.28,72.75,3,Acute,02:54:51.649450,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,68.47,,3,Obtuse,02:54:50.558135,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.41,,3,Acute,02:54:50.558135,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,80.0,Side,Right,Horizontal-Right,99.36,79.25,3,Acute,02:54:50.558135,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,72.29,,3,Obtuse,02:54:49.476039,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.09,,3,Acute,02:54:49.476039,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Side,Left,Horizontal-Left,99.37,84.64,3,Right,02:54:49.476039,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,94.0,,,,84.06,,3,Right,02:54:48.370158,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.64,,3,Acute,02:54:48.370158,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,75.0,Side,Right,Horizontal-Right,99.53,69.26,3,Acute,02:54:48.370158,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,123.0,,,,79.58,,3,Obtuse,02:54:47.277892,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,Side,Right,Horizontal-Right,94.76,54.92,3,Acute,02:54:47.277892,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Side,Right,Horizontal-Right,99.13,68.58,3,Right,02:54:47.277892,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,94.0,,,,80.34,,3,Right,02:54:46.207924,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.39,,3,Acute,02:54:46.207924,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,85.0,Top,Down,Vertical-Down,99.47,72.03,3,,02:54:46.207924,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,122.0,,,,77.22,,3,Obtuse,02:54:45.128911,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.39,,3,Acute,02:54:45.128911,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,,,,99.48,75.04,3,Right,02:54:45.128911,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,94.0,,,,81.81,,3,Right,02:54:44.017035,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,95.38,,3,Acute,02:54:44.017035,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Top,Down,Vertical-Down,99.41,63.36,3,Right,02:54:44.017035,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,77.6,,3,Obtuse,02:54:42.913703,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.88,,3,Acute,02:54:42.913703,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,103.0,Side,Left,Horizontal-Left,99.48,67.71,3,Obtuse,02:54:42.913703,2.0,1.0,0,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,91.26,,3,Obtuse,02:54:41.821365,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.13,,3,Acute,02:54:41.821365,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Side,Right,Horizontal-Right,99.42,71.99,3,Right,02:54:41.821365,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,72.02,,3,Obtuse,02:54:40.705042,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.78,,3,Acute,02:54:40.705042,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,Top,Down,Vertical-Down,99.58,77.47,3,Right,02:54:40.705042,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,85.82,,3,Obtuse,02:54:39.625410,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,95.64,,3,Acute,02:54:39.625410,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,85.0,Top,Down,Vertical-Down,99.44,75.19,3,,02:54:39.625410,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,115.0,,,,79.86,,3,Obtuse,02:54:38.508676,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,89.58,56.3,3,Acute,02:54:38.508676,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,105.0,Top,Down,Vertical-Down,99.46,75.08,3,Obtuse,02:54:38.508676,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,88.48,,3,Obtuse,02:54:37.403358,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.44,,3,Acute,02:54:37.403358,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,84.0,Top,Down,Vertical-Down,99.43,81.43,3,Acute,02:54:37.403358,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,78.72,,3,Obtuse,02:54:36.326154,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,,,,94.24,,3,Acute,02:54:36.326154,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Top,Down,Vertical-Down,99.28,74.43,3,Right,02:54:36.326154,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,110.0,,,,85.74,,3,Obtuse,02:54:35.241439,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.94,,3,Acute,02:54:35.241439,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,64.0,Top,Down,Vertical-Down,99.44,75.65,3,Acute,02:54:35.241439,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,75.93,,3,Obtuse,02:54:34.143405,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.41,,3,Acute,02:54:34.143405,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Top,Down,Vertical-Down,99.38,69.79,3,Right,02:54:34.143405,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,76.0,,,,87.81,,3,Acute,02:54:33.016612,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,123.0,,,,88.2,,3,Obtuse,02:54:33.016612,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Top,Down,Vertical-Down,99.37,71.05,3,Right,02:54:33.016612,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,121.0,,,,83.11,,3,Obtuse,02:54:31.929391,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.27,,3,Acute,02:54:31.929391,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.44,63.72,3,Right,02:54:31.929391,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,77.0,,,,88.58,,3,Acute,02:54:30.827887,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,112.0,,,,90.58,,3,Obtuse,02:54:30.827887,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.22,74.68,3,Right,02:54:30.827887,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,84.46,,3,Obtuse,02:54:29.733866,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Right,Horizontal-Right,90.43,55.04,3,Acute,02:54:29.733866,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,,Top,Down,Vertical-Down,99.33,55.76,3,,02:54:29.733866,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,114.0,,,,88.18,,3,Obtuse,02:54:28.631689,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.5,,3,Acute,02:54:28.631689,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.25,64.49,3,Right,02:54:28.631689,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,77.74,,3,Obtuse,02:54:27.539598,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,90.58,,3,Acute,02:54:27.539598,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Top,Down,Vertical-Down,99.14,69.54,3,Right,02:54:27.539598,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,80.78,,3,Obtuse,02:54:26.439652,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,86.34,60.0,3,Acute,02:54:26.439652,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.36,62.96,3,Right,02:54:26.439652,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,104.0,,,,85.44,,3,Obtuse,02:54:25.339623,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,Side,Left,Horizontal-Left,93.45,52.14,3,Acute,02:54:25.339623,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.37,62.37,3,Right,02:54:25.339623,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,112.0,,,,71.25,,3,Obtuse,02:54:24.210184,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.04,,3,Acute,02:54:24.210184,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,100.0,Top,Down,Vertical-Down,99.32,73.29,3,,02:54:24.210184,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,123.0,,,,76.95,,3,Obtuse,02:54:23.121101,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,79.0,,,,88.57,,3,Acute,02:54:23.121101,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,133.0,Side,Right,Horizontal-Right,99.42,63.38,3,Straight,02:54:23.121101,2.0,2.0,1,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,80.0,,,,74.99,,3,Acute,02:54:22.013044,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,90.5,,3,Acute,02:54:22.013044,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,140.0,Side,Left,Horizontal-Left,99.47,78.49,3,Straight,02:54:22.013044,2.0,1.0,0,3.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,67.32,,3,Obtuse,02:54:20.914765,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.9,,3,Acute,02:54:20.914765,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Side,Right,Horizontal-Right,99.5,66.89,3,Right,02:54:20.914765,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,75.6,,3,Obtuse,02:54:19.831305,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.66,,3,Acute,02:54:19.831305,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,86.0,Top,Down,Vertical-Down,99.28,70.96,3,Right,02:54:19.831305,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,99.0,,,,74.84,,3,Right,02:54:18.734076,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,89.51,,3,Acute,02:54:18.734076,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Top,Down,Vertical-Down,99.29,76.85,3,Right,02:54:18.734076,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,103.0,,,,70.51,,3,Obtuse,02:54:17.607726,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,,,,92.44,,3,Acute,02:54:17.607726,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,82.0,Top,Down,Vertical-Down,99.41,69.71,3,Acute,02:54:17.607726,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,82.77,,3,Obtuse,02:54:16.476434,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.67,61.2,3,Acute,02:54:16.476434,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,100.0,Top,Down,Vertical-Down,99.33,64.05,3,,02:54:16.476434,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,115.0,,,,80.03,,3,Obtuse,02:54:15.418108,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.84,,3,Acute,02:54:15.418108,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,91.0,Top,Down,Vertical-Down,99.22,66.49,3,Right,02:54:15.418108,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,87.98,,3,Obtuse,02:54:14.337482,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
