box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time,arrow_position_encode,arrow_direction_encode,orientation_type_encode,angle_type_encode,angle_gt_1,box_number_gt_1,arrow_direction_gt_1,arrow_position_gt_1,orientation_type_gt_1,angle_type_gt_1,angle_gt_2,box_number_gt_2,arrow_direction_gt_2,arrow_position_gt_2,orientation_type_gt_2,angle_type_type_gt_2,angle_gt_3,box_number_gt_3,arrow_direction_gt_3,arrow_position_gt_3,orientation_type_gt_3,angle_type_type_gt_3
2,77.0,,,,90.71,,3,Acute,02:54:14.337482,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Top,Down,Vertical-Down,99.48,70.56,3,Right,02:54:14.337482,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,79.22,,3,Obtuse,02:54:13.219443,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.6,,3,Acute,02:54:13.219443,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,Top,Down,Vertical-Down,99.37,66.32,3,Right,02:54:13.219443,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,116.0,,,,77.15,,3,Obtuse,02:54:12.134103,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,91.76,58.84,3,Acute,02:54:12.134103,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,93.0,Top,Down,Vertical-Down,99.37,62.77,3,Right,02:54:12.134103,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,83.06,,3,Obtuse,02:54:11.037498,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.69,,3,Acute,02:54:11.037498,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,85.0,Top,Down,Vertical-Down,99.33,67.97,3,,02:54:11.037498,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,80.63,,3,Obtuse,02:54:09.922160,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.7,,3,Acute,02:54:09.922160,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,,,,99.63,80.84,3,Right,02:54:09.922160,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,122.0,,,,79.2,,3,Obtuse,02:54:08.842187,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,Side,Left,Horizontal-Left,89.8,58.31,3,Acute,02:54:08.842187,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,67.0,Top,Down,Vertical-Down,99.5,61.14,3,Acute,02:54:08.842187,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,86.0,,,,80.54,,3,Right,02:54:07.710143,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.96,,3,Acute,02:54:07.710143,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Top,Down,Vertical-Down,99.55,68.19,3,Right,02:54:07.710143,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,110.0,,,,86.92,,3,Obtuse,02:54:06.613456,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,92.32,,3,Acute,02:54:06.613456,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,Top,Down,Vertical-Down,99.25,73.09,3,Right,02:54:06.613456,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,116.0,,,,81.5,,3,Obtuse,02:54:05.538290,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,88.15,,3,Acute,02:54:05.538290,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,80.0,Top,Down,Vertical-Down,99.48,68.85,3,Acute,02:54:05.538290,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,114.0,,,,86.93,,3,Obtuse,02:54:04.446169,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,Side,Left,Horizontal-Left,92.39,54.42,3,Acute,02:54:04.446169,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,83.0,Side,Left,Horizontal-Left,99.61,65.64,3,Acute,02:54:04.446169,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,115.0,,,,87.11,,3,Obtuse,02:54:03.333496,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.72,52.96,3,Acute,02:54:03.333496,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Top,Down,Vertical-Down,99.47,74.07,3,Right,02:54:03.333496,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,78.2,,3,Obtuse,02:54:02.243898,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,95.1,,3,Acute,02:54:02.243898,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.38,65.27,3,Right,02:54:02.243898,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,72.82,,3,Obtuse,02:54:01.168579,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,Side,Left,Horizontal-Left,94.41,68.47,3,Acute,02:54:01.168579,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,102.0,Top,Down,Vertical-Down,99.48,70.3,3,Obtuse,02:54:01.168579,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,114.0,,,,85.7,,3,Obtuse,02:54:00.101430,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.69,,3,Acute,02:54:00.101430,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,77.0,Top,Down,Vertical-Down,99.38,79.32,3,Acute,02:54:00.101430,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,83.93,,3,Obtuse,02:53:58.989017,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,96.46,,3,Acute,02:53:58.989017,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,Side,Right,Horizontal-Right,99.36,80.95,3,Right,02:53:58.989017,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,115.0,,,,76.06,,3,Obtuse,02:53:57.879955,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,93.58,,3,Acute,02:53:57.879955,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,104.0,,,,99.45,76.69,3,Obtuse,02:53:57.879955,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,116.0,,,,85.56,,3,Obtuse,02:53:56.790092,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.06,,3,Acute,02:53:56.790092,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Side,Left,Horizontal-Left,99.38,77.94,3,Right,02:53:56.790092,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,84.44,,3,Obtuse,02:53:55.695484,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,86.98,58.73,3,Acute,02:53:55.695484,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,,,,99.33,67.62,3,Right,02:53:55.695484,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,122.0,,,,77.32,,3,Obtuse,02:53:54.591867,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,75.0,,,,94.29,,3,Acute,02:53:54.591867,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,102.0,Side,Left,Horizontal-Left,99.45,61.49,3,Obtuse,02:53:54.591867,2.0,1.0,0,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,76.67,,3,Obtuse,02:53:53.526056,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.43,,3,Acute,02:53:53.526056,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,89.0,Top,Down,Vertical-Down,99.43,66.84,3,Right,02:53:53.526056,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,75.18,,3,Obtuse,02:53:52.433619,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,94.19,,3,Acute,02:53:52.433619,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,Top,Down,Vertical-Down,99.44,68.03,3,Right,02:53:52.433619,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,115.0,,,,76.23,,3,Obtuse,02:53:51.353194,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,94.65,51.94,3,Acute,02:53:51.353194,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,Side,Left,Horizontal-Left,99.52,69.53,3,Right,02:53:51.353194,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,102.0,,,,83.81,,3,Obtuse,02:53:50.257681,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,90.32,,3,Acute,02:53:50.257681,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,82.0,Top,Down,Vertical-Down,99.46,76.37,3,Acute,02:53:50.257681,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,122.0,,,,74.93,,3,Obtuse,02:53:49.176133,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,90.04,,3,Acute,02:53:49.176133,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Top,Down,Vertical-Down,99.52,71.52,3,Right,02:53:49.176133,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,74.59,,3,Obtuse,02:53:48.092236,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Right,Horizontal-Right,95.09,62.93,3,Acute,02:53:48.092236,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,103.0,Top,Down,Vertical-Down,99.52,63.98,3,Obtuse,02:53:48.092236,1.0,4.0,2,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,110.0,,,,74.56,,3,Obtuse,02:53:46.995759,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,92.33,,3,Acute,02:53:46.995759,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,92.0,,,,99.45,51.98,3,Right,02:53:46.995759,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,87.31,,3,Obtuse,02:53:45.883422,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.67,,3,Acute,02:53:45.883422,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Top,Down,Vertical-Down,99.52,62.86,3,Right,02:53:45.883422,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,117.0,,,,74.87,,3,Obtuse,02:53:44.793812,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.88,,3,Acute,02:53:44.793812,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,,,,99.59,78.98,3,Right,02:53:44.793812,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,74.62,,3,Obtuse,02:53:43.701599,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,92.31,,3,Acute,02:53:43.701599,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,82.0,,,,99.45,56.99,3,Acute,02:53:43.701599,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,113.0,,,,83.4,,3,Obtuse,02:53:42.639672,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,92.8,51.07,3,Acute,02:53:42.639672,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Side,Left,Horizontal-Left,99.46,74.32,3,Right,02:53:42.639672,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,102.0,,,,88.57,,3,Obtuse,02:53:41.552012,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,92.47,,3,Acute,02:53:41.552012,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Side,Left,Horizontal-Left,99.52,73.46,3,Right,02:53:41.552012,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,113.0,,,,83.59,,3,Obtuse,02:53:40.455417,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,95.01,,3,Acute,02:53:40.455417,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Top,Down,Vertical-Down,99.39,71.25,3,Right,02:53:40.455417,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,119.0,,,,83.94,,3,Obtuse,02:53:39.371411,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,95.07,63.75,3,Acute,02:53:39.371411,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,79.0,Side,Right,Horizontal-Right,99.37,66.79,3,Acute,02:53:39.371411,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,76.85,,3,Obtuse,02:53:38.281685,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,90.42,,3,Acute,02:53:38.281685,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,Top,Down,Vertical-Down,99.4,73.94,3,Right,02:53:38.281685,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,103.0,,,,77.24,,3,Obtuse,02:53:37.188609,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,88.89,,3,Acute,02:53:37.188609,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,81.0,Top,Down,Vertical-Down,99.36,73.86,3,Acute,02:53:37.188609,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,124.0,,,,80.59,,3,Obtuse,02:53:36.110110,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,90.49,,3,Acute,02:53:36.110110,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,85.0,,,,99.57,69.9,3,,02:53:36.110110,,,3,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,102.0,,,,74.61,,3,Obtuse,02:53:35.028364,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.99,,3,Acute,02:53:35.028364,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,64.0,Top,Down,Vertical-Down,99.43,82.92,3,Acute,02:53:35.028364,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,115.0,,,,89.74,,3,Obtuse,02:53:33.931216,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.9,,3,Acute,02:53:33.931216,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,100.0,Top,Down,Vertical-Down,99.33,74.8,3,,02:53:33.931216,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,116.0,,,,87.27,,3,Obtuse,02:53:32.833699,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,89.61,56.75,3,Acute,02:53:32.833699,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,88.0,Top,Down,Vertical-Down,99.42,67.3,3,Right,02:53:32.833699,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,106.0,,,,76.98,,3,Obtuse,02:53:31.743494,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.88,,3,Acute,02:53:31.743494,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,96.0,Top,Down,Vertical-Down,99.44,74.08,3,Right,02:53:31.743494,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,121.0,,,,87.22,,3,Obtuse,02:53:30.664338,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,91.2,55.28,3,Acute,02:53:30.664338,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,82.0,,,,99.36,68.12,3,Acute,02:53:30.664338,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,114.0,,,,79.23,,3,Obtuse,02:53:29.585842,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Left,Horizontal-Left,92.04,56.74,3,Acute,02:53:29.585842,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,87.0,Top,Down,Vertical-Down,99.47,58.15,3,Right,02:53:29.585842,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,78.37,,3,Obtuse,02:53:28.526097,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,Side,Left,Horizontal-Left,91.75,53.03,3,Acute,02:53:28.526097,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Top,Down,Vertical-Down,99.43,57.59,3,Right,02:53:28.526097,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,79.94,,3,Obtuse,02:53:27.434154,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,Side,Right,Horizontal-Right,94.02,51.34,3,Acute,02:53:27.434154,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Top,Down,Vertical-Down,99.52,76.13,3,Right,02:53:27.434154,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,79.55,,3,Obtuse,02:53:26.334155,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,92.05,60.01,3,Acute,02:53:26.334155,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.45,72.13,3,Right,02:53:26.334155,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,111.0,,,,84.64,,3,Obtuse,02:53:25.252932,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.19,,3,Acute,02:53:25.252932,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,91.0,Top,Down,Vertical-Down,99.53,64.25,3,Right,02:53:25.252932,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,99.0,,,,83.09,,3,Right,02:53:24.160381,,,3,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,93.15,,3,Acute,02:53:24.160381,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,,Top,Down,Vertical-Down,99.36,75.14,3,,02:53:24.160381,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,120.0,,,,85.47,,3,Obtuse,02:53:23.077483,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,89.22,,3,Acute,02:53:23.077483,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Top,Down,Vertical-Down,99.45,79.94,3,Right,02:53:23.077483,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,85.95,,3,Obtuse,02:53:21.969804,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,78.0,,,,93.35,,3,Acute,02:53:21.969804,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,97.0,Top,Down,Vertical-Down,99.37,84.72,3,Right,02:53:21.969804,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,110.0,,,,84.19,,3,Obtuse,02:53:20.866168,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,91.22,,3,Acute,02:53:20.866168,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,94.0,Side,Right,Horizontal-Right,99.57,77.81,3,Right,02:53:20.866168,2.0,2.0,1,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,118.0,,,,75.2,,3,Obtuse,02:53:19.774130,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,Side,Right,Horizontal-Right,89.25,51.09,3,Acute,02:53:19.774130,2.0,2.0,1,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,84.0,Top,Down,Vertical-Down,99.49,74.59,3,Acute,02:53:19.774130,1.0,4.0,2,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,100.0,,,,77.62,,3,,02:53:18.679310,,,3,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,93.37,,3,Acute,02:53:18.679310,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,95.0,Side,Left,Horizontal-Left,99.41,58.22,3,Right,02:53:18.679310,2.0,1.0,0,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,77.0,,,,86.34,,3,Acute,02:53:17.590000,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,92.41,,3,Acute,02:53:17.590000,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,86.0,Top,Down,Vertical-Down,99.44,70.46,3,Right,02:53:17.590000,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,107.0,,,,69.66,,3,Obtuse,02:53:16.497890,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.41,,3,Acute,02:53:16.497890,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,84.0,Side,Left,Horizontal-Left,99.27,60.53,3,Acute,02:53:16.497890,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,109.0,,,,86.48,,3,Obtuse,02:53:15.389621,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,77.0,,,,94.99,,3,Acute,02:53:15.389621,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,98.0,Top,Down,Vertical-Down,99.44,70.71,3,Right,02:53:15.389621,1.0,4.0,2,2.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,105.0,,,,74.69,,3,Obtuse,02:53:14.278162,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,Side,Left,Horizontal-Left,94.89,53.08,3,Acute,02:53:14.278162,2.0,1.0,0,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
1,100.0,Top,Down,Vertical-Down,99.38,59.74,3,,02:53:14.278162,1.0,4.0,2,,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
3,108.0,,,,81.1,,3,Obtuse,02:53:13.193697,,,3,1.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
2,76.0,,,,89.7,55.22,3,Acute,02:53:13.193697,,,3,4.0,98,1,4,1,14,2,80,2,0,0,0,4,129,3,0,0,0,1
