box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
1,128.0,,,,98.88%,99.98%,1,Obtuse,21:34:19.126580
1,123.0,Side,Left,Horizontal-Left,98.80%,99.98%,1,Obtuse,21:34:18.073398
1,126.0,,,,98.88%,99.98%,1,Obtuse,21:34:17.048529
1,127.0,Side,Right,Horizontal-Right,98.53%,99.99%,1,Obtuse,21:34:15.990775
1,130.0,,,,99.00%,99.98%,1,,21:34:14.962605
1,132.0,Side,Right,Horizontal-Right,98.97%,99.98%,1,Straight,21:34:13.926311
1,123.0,Side,Right,Horizontal-Right,98.92%,99.98%,1,Obtuse,21:34:12.886480
1,132.0,,,,99.04%,99.98%,1,Straight,21:34:11.862506
1,129.0,,,,98.98%,99.98%,1,Obtuse,21:34:10.835832
1,131.0,,,,98.79%,99.98%,1,Straight,21:34:09.805148
1,126.0,Side,Left,Horizontal-Left,98.82%,99.98%,1,Obtuse,21:34:08.770642
1,129.0,,,,98.95%,99.98%,1,Obtuse,21:34:07.733073
1,130.0,Side,Right,Horizontal-Right,98.86%,99.98%,1,,21:34:06.703873
1,131.0,,,,98.77%,99.99%,1,Straight,21:34:05.670675
1,127.0,Top,Down,Vertical-Down,99.09%,99.98%,1,Obtuse,21:34:04.645567
1,129.0,,,,99.09%,99.98%,1,Obtuse,21:34:03.618292
1,130.0,,,,98.85%,99.98%,1,,21:34:02.589675
1,131.0,,,,98.67%,99.98%,1,Straight,21:34:01.573124
1,132.0,,,,99.18%,99.98%,1,Straight,21:34:00.544570
1,125.0,,,,98.96%,99.98%,1,Obtuse,21:33:59.506626
1,122.0,,,,98.94%,99.98%,1,Obtuse,21:33:58.484626
1,125.0,,,,98.81%,99.98%,1,Obtuse,21:33:57.450450
1,124.0,,,,98.92%,99.98%,1,Obtuse,21:33:56.412042
1,122.0,,,,98.95%,99.98%,1,Obtuse,21:33:55.388786
1,126.0,,,,98.79%,99.98%,1,Obtuse,21:33:54.356187
1,127.0,Side,Right,Horizontal-Right,98.86%,99.98%,1,Obtuse,21:33:53.329474
1,128.0,,,,98.99%,99.98%,1,Obtuse,21:33:52.306668
1,123.0,Side,Left,Horizontal-Left,99.13%,99.98%,1,Obtuse,21:33:51.278664
1,126.0,,,,98.85%,99.98%,1,Obtuse,21:33:50.253103
1,122.0,Side,Left,Horizontal-Left,98.80%,99.98%,1,Obtuse,21:33:49.226693
1,130.0,,,,98.85%,99.99%,1,,21:33:48.197162
1,124.0,,,,98.99%,99.98%,1,Obtuse,21:33:47.171035
1,123.0,,,,99.12%,99.98%,1,Obtuse,21:33:46.134766
1,126.0,,,,99.00%,99.98%,1,Obtuse,21:33:45.114044
1,128.0,,,,98.87%,99.98%,1,Obtuse,21:33:44.085874
1,126.0,,,,99.00%,99.98%,1,Obtuse,21:33:43.057821
1,127.0,,,,98.88%,99.98%,1,Obtuse,21:33:42.041907
1,123.0,,,,98.95%,99.98%,1,Obtuse,21:33:41.006679
1,123.0,,,,98.90%,99.98%,1,Obtuse,21:33:39.977119
1,124.0,Side,Right,Horizontal-Right,98.97%,99.98%,1,Obtuse,21:33:38.959838
1,131.0,,,,98.83%,99.98%,1,Straight,21:33:37.930700
1,127.0,Side,Right,Horizontal-Right,99.03%,99.98%,1,Obtuse,21:33:36.890684
1,125.0,,,,99.10%,99.98%,1,Obtuse,21:33:35.858642
1,125.0,Side,Left,Horizontal-Left,99.06%,99.99%,1,Obtuse,21:33:34.818692
1,129.0,,,,99.03%,99.98%,1,Obtuse,21:33:33.790204
1,130.0,,,,99.02%,99.98%,1,,21:33:32.762675
1,123.0,,,,98.93%,99.99%,1,Obtuse,21:33:31.730672
1,128.0,,,,98.72%,99.98%,1,Obtuse,21:33:30.693057
1,127.0,,,,99.21%,99.98%,1,Obtuse,21:33:29.657429
1,122.0,,,,99.17%,99.98%,1,Obtuse,21:33:28.618614
1,128.0,,,,98.69%,99.98%,1,Obtuse,21:33:27.586695
1,125.0,Side,Left,Horizontal-Left,98.98%,99.98%,1,Obtuse,21:33:26.564672
1,127.0,Side,Right,Horizontal-Right,98.83%,99.98%,1,Obtuse,21:33:25.537246
1,132.0,,,,99.14%,99.98%,1,Straight,21:33:24.498330
1,123.0,,,,98.49%,99.98%,1,Obtuse,21:33:23.452933
1,126.0,,,,99.09%,99.98%,1,Obtuse,21:33:22.420151
1,125.0,Side,Right,Horizontal-Right,99.00%,99.98%,1,Obtuse,21:33:21.384292
1,132.0,,,,98.92%,99.98%,1,Straight,21:33:20.353736
1,128.0,,,,98.82%,99.98%,1,Obtuse,21:33:19.317999
1,127.0,,,,98.94%,99.98%,1,Obtuse,21:33:18.290615
1,123.0,Side,Right,Horizontal-Right,98.96%,99.98%,1,Obtuse,21:33:17.256107
1,122.0,,,,98.91%,99.98%,1,Obtuse,21:33:16.228674
1,130.0,Side,Right,Horizontal-Right,98.74%,99.98%,1,,21:33:15.200031
1,121.0,,,,98.92%,99.98%,1,Obtuse,21:33:14.162097
1,125.0,,,,98.96%,99.98%,1,Obtuse,21:33:13.134684
1,126.0,,,,98.93%,99.98%,1,Obtuse,21:33:12.094111
1,127.0,Side,Right,Horizontal-Right,98.81%,99.98%,1,Obtuse,21:33:11.054679
1,129.0,,,,98.84%,99.98%,1,Obtuse,21:33:10.034607
1,123.0,Side,Right,Horizontal-Right,98.99%,99.98%,1,Obtuse,21:33:08.994024
1,125.0,,,,99.06%,99.99%,1,Obtuse,21:33:07.956988
1,118.0,Side,Left,Horizontal-Left,99.09%,99.98%,1,Obtuse,21:33:06.929820
1,123.0,,,,98.96%,99.98%,1,Obtuse,21:33:05.898656
1,119.0,,,,98.77%,99.98%,1,Obtuse,21:33:04.870691
1,123.0,Side,Left,Horizontal-Left,98.60%,99.98%,1,Obtuse,21:33:03.837911
1,127.0,,,,98.79%,99.98%,1,Obtuse,21:33:02.814193
1,118.0,,,,99.09%,99.98%,1,Obtuse,21:33:01.777368
1,123.0,,,,98.97%,99.98%,1,Obtuse,21:33:00.748220
1,128.0,Top,Down,Vertical-Down,98.76%,99.98%,1,Obtuse,21:32:59.728093
1,129.0,,,,98.87%,99.98%,1,Obtuse,21:32:58.702677
1,129.0,,,,98.92%,99.99%,1,Obtuse,21:32:57.671093
1,127.0,,,,98.98%,99.98%,1,Obtuse,21:32:56.649979
1,132.0,,,,98.78%,99.98%,1,Straight,21:32:55.616110
1,127.0,,,,99.11%,99.98%,1,Obtuse,21:32:54.586774
1,132.0,Side,Left,Horizontal-Left,98.77%,99.98%,1,Straight,21:32:53.564088
1,128.0,Side,Left,Horizontal-Left,98.95%,99.98%,1,Obtuse,21:32:52.529837
1,131.0,,,,98.93%,99.98%,1,Straight,21:32:51.488157
1,124.0,,,,98.90%,99.98%,1,Obtuse,21:32:50.455838
1,127.0,,,,98.83%,99.98%,1,Obtuse,21:32:49.414645
1,128.0,,,,99.05%,99.98%,1,Obtuse,21:32:48.378561
1,126.0,,,,98.96%,99.99%,1,Obtuse,21:32:47.345547
1,132.0,,,,98.87%,99.98%,1,Straight,21:32:46.309023
1,128.0,Side,Right,Horizontal-Right,98.99%,99.98%,1,Obtuse,21:32:45.277554
1,125.0,,,,99.03%,99.98%,1,Obtuse,21:32:44.243683
1,123.0,Side,Left,Horizontal-Left,98.99%,99.98%,1,Obtuse,21:32:43.204463
1,130.0,Side,Right,Horizontal-Right,98.94%,99.98%,1,,21:32:42.182832
1,125.0,,,,98.84%,99.98%,1,Obtuse,21:32:41.145531
1,131.0,,,,98.68%,99.98%,1,Straight,21:32:40.130383
1,122.0,Side,Right,Horizontal-Right,98.87%,99.98%,1,Obtuse,21:32:39.097843
1,128.0,,,,99.00%,99.98%,1,Obtuse,21:32:38.061339
1,129.0,,,,99.07%,99.98%,1,Obtuse,21:32:37.034664
1,125.0,,,,98.83%,99.98%,1,Obtuse,21:32:36.006038
1,129.0,Side,Right,Horizontal-Right,99.13%,99.98%,1,Obtuse,21:32:34.970675
1,130.0,,,,98.78%,99.98%,1,,21:32:33.942132
1,126.0,Side,Right,Horizontal-Right,98.86%,99.98%,1,Obtuse,21:32:32.906773
1,131.0,,,,98.68%,99.98%,1,Straight,21:32:31.876519
1,132.0,,,,98.82%,99.98%,1,Straight,21:32:30.832241
1,130.0,Side,Right,Horizontal-Right,98.97%,99.98%,1,,21:32:29.805418
1,129.0,,,,99.02%,99.98%,1,Obtuse,21:32:28.761217
1,127.0,,,,98.89%,99.98%,1,Obtuse,21:32:27.735880
1,128.0,,,,98.91%,99.99%,1,Obtuse,21:32:26.717384
1,126.0,,,,98.91%,99.98%,1,Obtuse,21:32:25.686619
1,121.0,,,,98.87%,99.98%,1,Obtuse,21:32:24.658237
1,124.0,,,,98.85%,99.98%,1,Obtuse,21:32:23.626315
1,131.0,,,,98.79%,99.98%,1,Straight,21:32:22.602665
1,130.0,,,,98.86%,99.98%,1,,21:32:21.575982
1,130.0,,,,99.00%,99.98%,1,,21:32:20.543958
1,127.0,,,,98.72%,99.98%,1,Obtuse,21:32:19.509894
1,125.0,,,,98.98%,99.98%,1,Obtuse,21:32:18.482673
1,130.0,,,,98.89%,99.98%,1,,21:32:17.442653
1,129.0,,,,98.80%,99.98%,1,Obtuse,21:32:16.410295
1,129.0,,,,99.06%,99.98%,1,Obtuse,21:32:15.372260
1,131.0,,,,99.08%,99.98%,1,Straight,21:32:14.338706
1,127.0,Side,Right,Horizontal-Right,98.89%,99.98%,1,Obtuse,21:32:13.306586
1,125.0,,,,99.18%,99.98%,1,Obtuse,21:32:12.277846
1,129.0,,,,99.04%,99.98%,1,Obtuse,21:32:11.242720
1,127.0,,,,99.06%,99.99%,1,Obtuse,21:32:10.223784
1,128.0,Side,Right,Horizontal-Right,99.05%,99.98%,1,Obtuse,21:32:09.196162
1,129.0,,,,98.94%,99.98%,1,Obtuse,21:32:08.162294
1,128.0,Side,Right,Horizontal-Right,98.85%,99.98%,1,Obtuse,21:32:07.141821
1,128.0,,,,99.02%,99.98%,1,Obtuse,21:32:06.108060
1,130.0,,,,98.88%,99.98%,1,,21:32:05.072163
1,127.0,,,,98.84%,99.98%,1,Obtuse,21:32:04.033665
1,128.0,,,,98.78%,99.98%,1,Obtuse,21:32:03.006311
1,128.0,,,,98.87%,99.98%,1,Obtuse,21:32:01.969155
1,125.0,,,,98.98%,99.98%,1,Obtuse,21:32:00.930689
1,131.0,,,,98.56%,99.99%,1,Straight,21:31:59.906635
1,128.0,,,,98.77%,99.99%,1,Obtuse,21:31:58.878676
1,128.0,,,,98.94%,99.98%,1,Obtuse,21:31:57.844892
1,124.0,Side,Right,Horizontal-Right,98.87%,99.98%,1,Obtuse,21:31:56.817057
1,126.0,,,,98.71%,99.98%,1,Obtuse,21:31:55.794517
1,122.0,Side,Right,Horizontal-Right,98.93%,99.98%,1,Obtuse,21:31:54.754696
1,127.0,,,,98.88%,99.99%,1,Obtuse,21:31:53.724963
1,126.0,Side,Right,Horizontal-Right,99.28%,99.98%,1,Obtuse,21:31:52.694676
1,129.0,,,,99.05%,99.98%,1,Obtuse,21:31:51.658693
1,126.0,,,,98.94%,99.98%,1,Obtuse,21:31:50.637049
1,122.0,,,,98.81%,99.98%,1,Obtuse,21:31:49.610973
1,124.0,,,,98.76%,99.98%,1,Obtuse,21:31:48.584280
1,120.0,Side,Right,Horizontal-Right,98.93%,99.98%,1,Obtuse,21:31:47.566863
1,129.0,,,,99.07%,99.98%,1,Obtuse,21:31:46.541368
1,127.0,,,,99.14%,99.98%,1,Obtuse,21:31:45.500024
1,119.0,,,,98.80%,99.98%,1,Obtuse,21:31:44.461483
1,121.0,,,,98.84%,99.98%,1,Obtuse,21:31:43.430165
1,126.0,,,,98.85%,99.98%,1,Obtuse,21:31:42.394144
1,121.0,Side,Right,Horizontal-Right,98.86%,99.98%,1,Obtuse,21:31:41.366691
1,129.0,,,,99.20%,99.98%,1,Obtuse,21:31:40.341328
1,126.0,Side,Right,Horizontal-Right,99.19%,99.98%,1,Obtuse,21:31:39.316537
1,129.0,Side,Left,Horizontal-Left,99.06%,99.98%,1,Obtuse,21:31:38.279333
1,125.0,,,,98.74%,99.98%,1,Obtuse,21:31:37.252753
1,119.0,Side,Right,Horizontal-Right,98.95%,99.98%,1,Obtuse,21:31:36.216637
1,127.0,Side,Right,Horizontal-Right,98.92%,99.98%,1,Obtuse,21:31:35.186674
1,124.0,,,,98.88%,99.98%,1,Obtuse,21:31:34.170593
1,127.0,,,,98.86%,99.98%,1,Obtuse,21:31:33.133555
1,127.0,Side,Right,Horizontal-Right,98.96%,99.99%,1,Obtuse,21:31:32.113441
1,131.0,,,,99.12%,99.98%,1,Straight,21:31:31.070774
1,127.0,,,,99.24%,99.98%,1,Obtuse,21:31:30.045782
1,122.0,,,,99.09%,99.98%,1,Obtuse,21:31:29.016988
1,129.0,,,,98.82%,99.98%,1,Obtuse,21:31:27.979911
1,121.0,Side,Right,Horizontal-Right,98.69%,99.98%,1,Obtuse,21:31:26.950676
1,125.0,,,,98.81%,99.98%,1,Obtuse,21:31:25.922001
1,122.0,Side,Left,Horizontal-Left,98.86%,99.98%,1,Obtuse,21:31:24.893301
1,130.0,,,,98.91%,99.98%,1,,21:31:23.859031
1,124.0,,,,98.55%,99.98%,1,Obtuse,21:31:22.814671
1,125.0,Side,Right,Horizontal-Right,98.83%,99.98%,1,Obtuse,21:31:21.785678
1,121.0,,,,98.95%,99.98%,1,Obtuse,21:31:20.767848
1,122.0,,,,99.06%,99.98%,1,Obtuse,21:31:19.738686
