box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
3,98.0,,,,83.82%,,3,Right,02:56:13.275274
2,77.0,,,,93.92%,,3,Acute,02:56:13.275274
1,70.0,Top,Down,Vertical-Down,99.41%,82.62%,3,Acute,02:56:13.275274
3,105.0,,,,79.37%,,3,Obtuse,02:56:12.190281
2,77.0,,,,95.00%,,3,Acute,02:56:12.190281
1,83.0,Top,Down,Vertical-Down,99.32%,62.05%,3,Acute,02:56:12.190281
3,91.0,,,,71.87%,,3,Right,02:56:11.108781
2,75.0,,,,95.40%,,3,Acute,02:56:11.108781
1,92.0,Side,Left,Horizontal-Left,99.26%,59.95%,3,Right,02:56:11.108781
3,120.0,,,,67.18%,,3,Obtuse,02:56:09.998124
2,78.0,,,,88.52%,,3,Acute,02:56:09.998124
1,88.0,Top,Down,Vertical-Down,99.35%,77.02%,3,Right,02:56:09.998124
3,120.0,,,,81.42%,,3,Obtuse,02:56:08.894115
2,77.0,,,,92.52%,,3,Acute,02:56:08.894115
1,94.0,Side,Right,Horizontal-Right,99.33%,83.22%,3,Right,02:56:08.894115
3,103.0,,,,79.55%,,3,Obtuse,02:56:07.746165
2,77.0,,,,90.98%,,3,Acute,02:56:07.746165
1,85.0,Top,Down,Vertical-Down,99.41%,64.05%,3,,02:56:07.746165
3,106.0,,,,86.33%,,3,Obtuse,02:56:06.654145
2,76.0,,,,95.38%,63.01%,3,Acute,02:56:06.654145
1,97.0,Top,Down,Vertical-Down,99.02%,68.36%,3,Right,02:56:06.654145
3,109.0,,,,86.51%,,3,Obtuse,02:56:05.562052
2,78.0,Side,Left,Horizontal-Left,89.76%,50.63%,3,Acute,02:56:05.562052
1,86.0,Top,Down,Vertical-Down,99.54%,67.61%,3,Right,02:56:05.562052
3,106.0,,,,72.78%,,3,Obtuse,02:56:04.430145
2,77.0,,,,91.98%,,3,Acute,02:56:04.430145
1,76.0,,,,99.31%,73.19%,3,Acute,02:56:04.430145
3,114.0,,,,72.12%,,3,Obtuse,02:56:03.280810
2,78.0,,,,92.36%,,3,Acute,02:56:03.280810
1,93.0,,,,99.34%,80.07%,3,Right,02:56:03.280810
3,101.0,,,,83.92%,,3,Obtuse,02:56:02.175819
2,76.0,,,,90.62%,,3,Acute,02:56:02.175819
1,94.0,Top,Down,Vertical-Down,99.44%,75.22%,3,Right,02:56:02.175819
3,114.0,,,,85.19%,,3,Obtuse,02:56:01.087286
2,77.0,,,,91.37%,,3,Acute,02:56:01.087286
1,96.0,Top,Down,Vertical-Down,99.37%,76.31%,3,Right,02:56:01.087286
3,116.0,,,,74.90%,,3,Obtuse,02:56:00.007664
2,77.0,,,,91.33%,,3,Acute,02:56:00.007664
1,94.0,Top,Down,Vertical-Down,99.30%,72.00%,3,Right,02:56:00.007664
3,121.0,,,,78.04%,,3,Obtuse,02:55:58.901278
2,77.0,,,,95.43%,,3,Acute,02:55:58.901278
1,104.0,Top,Down,Vertical-Down,99.52%,68.62%,3,Obtuse,02:55:58.901278
3,107.0,,,,82.66%,,3,Obtuse,02:55:57.810113
2,77.0,,,,93.48%,,3,Acute,02:55:57.810113
1,94.0,,,,99.44%,72.40%,3,Right,02:55:57.810113
3,118.0,,,,88.10%,,3,Obtuse,02:55:56.731202
2,76.0,,,,96.01%,,3,Acute,02:55:56.731202
1,123.0,,,,99.32%,68.25%,3,Obtuse,02:55:56.731202
3,110.0,,,,86.37%,,3,Obtuse,02:55:55.631302
2,77.0,,,,91.09%,,3,Acute,02:55:55.631302
1,85.0,Top,Down,Vertical-Down,99.10%,73.45%,3,,02:55:55.631302
3,106.0,,,,81.37%,,3,Obtuse,02:55:54.468984
2,77.0,,,,92.75%,,3,Acute,02:55:54.468984
1,87.0,Top,Down,Vertical-Down,99.33%,57.38%,3,Right,02:55:54.468984
3,121.0,,,,86.76%,,3,Obtuse,02:55:53.378143
2,76.0,,,,92.38%,,3,Acute,02:55:53.378143
