box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
2,64.0,,,,96.94%,,2,Acute,02:33:07.598121
1,89.0,Top,Down,Vertical-Down,98.92%,81.95%,2,Right,02:33:07.598121
2,71.0,,,,97.36%,,2,Acute,02:33:06.548001
1,83.0,Top,Down,Vertical-Down,98.56%,77.17%,2,Acute,02:33:06.548001
2,72.0,,,,94.02%,,2,Acute,02:33:05.480872
1,92.0,,,,98.87%,80.07%,2,Right,02:33:05.480872
2,70.0,,,,95.40%,,2,Acute,02:33:04.411883
1,89.0,Top,Down,Vertical-Down,98.91%,78.33%,2,Right,02:33:04.411883
2,67.0,,,,97.22%,,2,Acute,02:33:03.325291
1,92.0,,,,98.89%,82.05%,2,Right,02:33:03.325291
2,67.0,,,,96.38%,,2,Acute,02:33:02.243384
1,94.0,Top,Down,Vertical-Down,99.00%,83.96%,2,Right,02:33:02.243384
2,70.0,,,,97.09%,,2,Acute,02:33:01.174107
1,93.0,Top,Down,Vertical-Down,99.09%,72.24%,2,Right,02:33:01.174107
2,72.0,,,,97.78%,,2,Acute,02:33:00.096682
1,85.0,Top,Down,Vertical-Down,98.76%,84.37%,2,,02:33:00.096682
2,66.0,,,,96.96%,,2,Acute,02:32:59.025709
1,98.0,,,,98.79%,83.91%,2,Right,02:32:59.025709
2,66.0,,,,96.09%,,2,Acute,02:32:57.940407
1,88.0,Top,Down,Vertical-Down,99.16%,78.15%,2,Right,02:32:57.940407
2,65.0,,,,96.58%,,2,Acute,02:32:56.885616
1,94.0,,,,98.85%,79.02%,2,Right,02:32:56.885616
2,64.0,,,,96.95%,,2,Acute,02:32:55.813417
1,97.0,Top,Down,Vertical-Down,99.11%,78.77%,2,Right,02:32:55.813417
2,63.0,,,,97.61%,,2,Acute,02:32:54.755432
1,91.0,,,,99.08%,83.84%,2,Right,02:32:54.755432
2,66.0,,,,96.90%,,2,Acute,02:32:53.696746
1,91.0,Side,Left,Horizontal-Left,98.83%,81.55%,2,Right,02:32:53.696746
2,66.0,,,,96.18%,,2,Acute,02:32:52.607031
1,92.0,,,,98.80%,79.29%,2,Right,02:32:52.607031
2,68.0,,,,97.52%,,2,Acute,02:32:51.476094
1,80.0,Top,Down,Vertical-Down,98.99%,80.47%,2,Acute,02:32:51.476094
2,67.0,,,,97.42%,,2,Acute,02:32:50.396906
1,87.0,Top,Down,Vertical-Down,98.95%,74.98%,2,Right,02:32:50.396906
2,65.0,,,,98.12%,,2,Acute,02:32:49.320761
1,83.0,,,,99.14%,80.38%,2,Acute,02:32:49.320761
2,64.0,,,,97.00%,,2,Acute,02:32:48.220734
1,89.0,Top,Down,Vertical-Down,98.75%,83.87%,2,Right,02:32:48.220734
2,69.0,,,,97.83%,,2,Acute,02:32:47.159987
1,95.0,Top,Down,Vertical-Down,98.89%,85.40%,2,Right,02:32:47.159987
2,63.0,,,,97.34%,,2,Acute,02:32:46.084512
1,86.0,Top,Down,Vertical-Down,99.00%,83.60%,2,Right,02:32:46.084512
2,65.0,,,,94.71%,,2,Acute,02:32:45.014169
1,89.0,Side,Right,Horizontal-Right,99.07%,79.76%,2,Right,02:32:45.014169
2,69.0,,,,96.41%,,2,Acute,02:32:43.944622
1,90.0,,,,98.97%,82.01%,2,Right,02:32:43.944622
2,66.0,,,,97.52%,,2,Acute,02:32:42.864169
1,94.0,,,,98.79%,73.83%,2,Right,02:32:42.864169
2,65.0,,,,96.37%,,2,Acute,02:32:41.770867
1,93.0,,,,98.86%,81.23%,2,Right,02:32:41.770867
2,68.0,,,,97.57%,,2,Acute,02:32:40.689653
1,91.0,,,,99.08%,82.45%,2,Right,02:32:40.689653
2,65.0,,,,95.63%,,2,Acute,02:32:39.623942
1,89.0,Top,Down,Vertical-Down,98.88%,84.47%,2,Right,02:32:39.623942
2,64.0,,,,96.17%,,2,Acute,02:32:38.552984
1,87.0,,,,99.30%,74.65%,2,Right,02:32:38.552984
2,66.0,,,,97.41%,,2,Acute,02:32:37.445008
1,87.0,Side,Right,Horizontal-Right,99.06%,79.13%,2,Right,02:32:37.445008
2,64.0,,,,97.77%,,2,Acute,02:32:36.370074
1,91.0,,,,99.06%,86.34%,2,Right,02:32:36.370074
2,70.0,,,,97.31%,,2,Acute,02:32:35.288882
1,93.0,Top,Down,Vertical-Down,98.73%,84.00%,2,Right,02:32:35.288882
2,68.0,,,,95.60%,,2,Acute,02:32:34.214145
1,98.0,Top,Down,Vertical-Down,98.64%,70.68%,2,Right,02:32:34.214145
2,66.0,,,,95.28%,,2,Acute,02:32:33.148401
1,92.0,,,,98.74%,81.43%,2,Right,02:32:33.148401
2,66.0,,,,97.11%,,2,Acute,02:32:32.097986
1,93.0,Top,Down,Vertical-Down,99.01%,86.02%,2,Right,02:32:32.097986
2,67.0,,,,97.07%,,2,Acute,02:32:31.025227
1,97.0,,,,98.45%,84.08%,2,Right,02:32:31.025227
2,72.0,,,,96.19%,,2,Acute,02:32:29.960676
1,86.0,,,,98.39%,82.31%,2,Right,02:32:29.960676
2,67.0,,,,97.64%,,2,Acute,02:32:28.892061
1,,Top,Down,Vertical-Down,98.82%,83.72%,2,,02:32:28.892061
2,63.0,,,,95.94%,,2,Acute,02:32:27.815664
1,94.0,Top,Down,Vertical-Down,98.97%,85.35%,2,Right,02:32:27.815664
2,68.0,,,,96.94%,,2,Acute,02:32:26.737966
1,91.0,,,,99.03%,81.21%,2,Right,02:32:26.737966
2,65.0,,,,97.46%,,2,Acute,02:32:25.641092
1,88.0,Top,Down,Vertical-Down,99.10%,84.08%,2,Right,02:32:25.641092
2,66.0,,,,96.91%,,2,Acute,02:32:24.563901
1,90.0,Top,Down,Vertical-Down,98.79%,80.85%,2,Right,02:32:24.563901
2,65.0,,,,95.81%,,2,Acute,02:32:23.514110
1,91.0,Top,Down,Vertical-Down,98.74%,66.02%,2,Right,02:32:23.514110
2,65.0,,,,96.74%,,2,Acute,02:32:22.447712
1,98.0,Top,Down,Vertical-Down,98.89%,70.58%,2,Right,02:32:22.447712
2,65.0,,,,96.17%,,2,Acute,02:32:21.376597
1,87.0,Top,Down,Vertical-Down,99.08%,80.89%,2,Right,02:32:21.376597
2,72.0,,,,96.54%,,2,Acute,02:32:20.312321
1,88.0,Top,Down,Vertical-Down,98.96%,77.12%,2,Right,02:32:20.312321
2,65.0,,,,97.30%,,2,Acute,02:32:19.246393
1,89.0,Top,Down,Vertical-Down,99.27%,81.10%,2,Right,02:32:19.246393
2,64.0,,,,96.87%,,2,Acute,02:32:18.157038
1,89.0,Top,Down,Vertical-Down,98.97%,85.85%,2,Right,02:32:18.157038
2,65.0,,,,97.79%,,2,Acute,02:32:17.114631
1,93.0,Top,Down,Vertical-Down,98.77%,81.15%,2,Right,02:32:17.114631
2,65.0,,,,95.96%,,2,Acute,02:32:16.007411
1,83.0,Top,Down,Vertical-Down,98.97%,72.93%,2,Acute,02:32:16.007411
2,62.0,,,,97.41%,,2,Acute,02:32:14.948917
